segment,factors,bin,n,win_rate,place_rate,win_roi,place_roi,score
KEIBAJO_SURFACE_10_ダ,kishu_minarai_code,9,127,6.3,,90.4,81.2,0.2
KEIBAJO_SURFACE_07_ダ,kishu_minarai_code,1,1705,7.2,,71.1,88.1,0.6
KEIBAJO_SURFACE_07_ダ,kishu_minarai_code,2,781,8.5,,121.2,80.4,1.8
KEIBAJO_SURFACE_07_ダ,kishu_minarai_code,3,1889,7.4,,104.9,88.4,2.8
KEIBAJO_SURFACE_07_ダ,kishu_minarai_code,4,327,7.3,,127.8,86.7,1.7
KEIBAJO_SURFACE_07_ダ,kishu_minarai_code,9,161,3.1,,41.6,49.6,-1.3
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,-10,6245,8.1,,77.7,81.3,0.1
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,-20,603,7.3,,57.0,87.5,-0.2
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,-30,34,8.8,,66.6,21.3,-1.4
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,0,6952,9.1,,87.9,78.9,0.6
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,10,1162,7.9,,78.2,84.2,0.4
KEIBAJO_SURFACE_10_芝,bataiju_change_bin,20,125,12.0,,98.0,108.3,1.7
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,1.0,828,12.8,,69.0,80.0,-0.6
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,10.0,465,6.2,,100.9,88.7,1.2
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,11.0,415,7.0,,73.6,83.8,0.1
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,12.0,375,3.5,,61.3,95.5,0.3
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,13.0,221,5.0,,64.7,83.0,-0.1
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,14.0,147,6.8,,122.5,77.1,0.6
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,2.0,600,13.0,,70.2,73.0,-1.2
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,3.0,599,12.7,,113.3,86.9,2.3
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,4.0,582,12.7,,97.6,80.0,0.8
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,5.0,585,9.9,,70.3,89.4,0.5
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,6.0,562,7.7,,80.1,82.1,0.2
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,7.0,552,8.3,,85.4,81.5,0.3
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,8.0,513,8.0,,86.5,90.9,1.1
KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,9.0,492,6.9,,39.7,70.0,-2.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-0.6,33,9.1,,128.0,60.2,0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-1.0,31,22.6,,175.4,123.7,2.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-1.3,30,3.3,,22.4,79.7,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-1.6,30,16.7,,256.8,92.8,2.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-1.8,35,8.6,,18.9,105.1,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.0,65,4.6,,31.5,77.0,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.1,76,11.8,,155.1,72.6,0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.2,82,6.1,,37.4,92.5,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.3,82,11.0,,236.5,109.9,3.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.4,78,12.8,,163.1,83.1,1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.5,80,12.5,,149.4,82.3,1.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.6,83,6.0,,27.6,31.9,-2.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.7,71,7.0,,53.7,58.9,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.8,63,6.3,,36.0,63.2,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-10.9,70,8.6,,29.1,58.1,-1.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.0,94,14.9,,50.9,58.7,-1.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.1,69,13.0,,108.5,59.2,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.2,68,10.3,,124.9,88.8,0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.3,67,10.4,,46.3,91.0,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.4,84,11.9,,50.5,59.1,-1.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.5,77,7.8,,36.0,89.8,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.6,68,5.9,,39.8,90.4,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.7,60,16.7,,113.7,99.4,1.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.8,64,10.9,,70.9,44.7,-1.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-11.9,82,7.3,,64.6,38.6,-1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.0,163,29.4,,83.4,80.6,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.1,80,8.8,,33.4,52.9,-1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.2,56,10.7,,89.0,102.5,0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.3,66,9.1,,37.5,87.1,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.4,63,11.1,,58.8,82.9,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.5,81,9.9,,40.5,100.1,0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.6,84,11.9,,74.2,43.8,-1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.7,75,4.0,,30.8,76.8,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.8,76,10.5,,56.0,85.5,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-12.9,76,11.8,,118.7,86.3,0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.0,159,15.1,,147.5,82.0,1.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.1,71,5.6,,63.1,60.8,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.2,65,9.2,,63.9,51.1,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.3,62,16.1,,160.7,114.9,2.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.4,75,9.3,,141.7,102.4,1.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.5,81,9.9,,54.3,59.9,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.6,76,5.3,,46.5,88.6,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.7,55,5.5,,6.8,60.4,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.8,81,9.9,,101.8,90.8,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-13.9,66,4.5,,23.1,41.0,-1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.0,190,16.3,,101.2,85.7,1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.1,73,4.1,,16.5,111.4,0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.2,61,4.9,,73.1,60.6,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.3,78,11.5,,100.4,136.2,2.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.4,54,13.0,,55.5,63.0,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.5,71,11.3,,85.2,75.6,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.6,75,9.3,,54.2,54.6,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.7,66,7.6,,68.2,75.6,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.8,75,6.7,,153.5,89.7,1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-14.9,61,8.2,,93.6,91.9,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.0,293,9.6,,64.4,80.7,-0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.1,61,11.5,,82.9,100.4,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.2,53,9.4,,87.6,75.0,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.3,55,5.5,,31.7,46.8,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.4,63,14.3,,148.6,97.5,1.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.5,76,3.9,,119.7,71.2,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.6,81,8.6,,69.7,66.1,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.7,59,11.9,,52.6,66.5,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.8,58,5.2,,53.3,55.4,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-15.9,49,20.4,,120.6,121.9,2.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.0,386,7.0,,68.1,68.7,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.1,65,12.3,,151.8,67.5,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.2,68,5.9,,35.5,56.8,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.3,64,6.2,,18.6,96.3,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.4,66,7.6,,51.9,70.3,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.5,50,10.0,,132.3,99.8,1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.6,62,6.5,,85.5,148.0,1.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.7,51,11.8,,39.4,43.5,-1.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.8,47,12.8,,82.3,71.8,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-16.9,62,8.1,,53.1,41.1,-1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.0,273,7.0,,98.4,85.0,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.1,56,12.5,,127.0,105.1,1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.2,52,1.9,,1.4,49.7,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.3,74,9.5,,77.0,124.6,1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.4,53,20.8,,486.1,137.3,7.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.5,67,13.4,,133.5,120.0,2.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.6,61,8.2,,39.6,48.0,-1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.7,50,10.0,,57.6,64.5,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.8,57,12.3,,56.2,74.0,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-17.9,48,16.7,,81.1,51.8,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.0,173,7.5,,133.6,84.1,1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.1,56,5.4,,21.4,41.5,-1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.2,56,5.4,,83.8,77.9,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.3,60,5.0,,14.9,25.7,-1.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.4,48,8.3,,70.8,101.2,0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.5,62,8.1,,50.8,52.6,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.6,57,1.8,,5.2,34.0,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.7,58,10.3,,38.9,69.0,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.8,57,8.8,,46.0,91.0,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-18.9,57,12.3,,89.8,94.1,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.0,169,7.1,,87.9,102.8,1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.1,52,5.8,,21.7,71.0,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.2,45,6.7,,35.6,59.5,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.3,53,9.4,,23.9,82.7,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.4,44,2.3,,56.2,86.9,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.5,52,3.8,,24.0,50.7,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.6,47,4.3,,39.9,134.7,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.7,39,5.1,,36.4,60.3,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.8,59,8.5,,46.7,43.6,-1.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-19.9,44,9.1,,96.9,81.1,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.0,34,8.8,,54.3,115.9,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.4,33,6.1,,37.0,73.4,-0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.5,38,15.8,,186.1,134.2,3.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.6,35,11.4,,48.3,58.1,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.7,35,8.6,,69.3,57.0,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.8,33,6.1,,121.3,33.8,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-2.9,35,2.9,,2.2,130.8,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.0,735,2.6,,65.4,67.7,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.1,48,14.6,,62.7,99.1,0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.2,51,2.0,,12.2,81.4,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.3,59,5.1,,27.0,92.2,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.4,32,12.5,,60.2,63.2,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.5,51,9.8,,74.0,88.5,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.6,36,2.8,,16.3,49.5,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.7,39,2.6,,40.3,100.0,0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.8,47,10.6,,56.3,96.0,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-20.9,41,4.9,,23.6,36.8,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.0,43,2.3,,10.1,45.9,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.1,58,12.1,,59.2,34.3,-1.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.2,33,3.0,,30.6,41.2,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.3,39,7.7,,105.4,165.2,2.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.4,33,15.2,,133.4,74.5,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.5,45,11.1,,100.1,73.2,0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.6,42,9.5,,73.3,116.1,0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.7,38,2.6,,1.7,106.5,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.8,44,4.5,,16.7,92.0,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-21.9,39,5.1,,57.3,39.5,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.0,45,6.7,,31.4,52.9,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.1,33,6.1,,34.5,67.1,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.2,38,13.2,,193.0,115.9,2.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.4,43,9.3,,398.3,128.8,4.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.5,39,7.7,,157.8,85.3,0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.6,49,12.2,,109.3,63.8,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.8,34,14.7,,44.8,77.8,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-22.9,31,6.5,,21.7,59.9,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-23.1,30,10.0,,61.7,61.6,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-23.3,44,6.8,,95.5,126.1,1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-23.4,32,6.2,,33.0,70.8,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-23.5,50,6.0,,16.9,25.6,-1.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-23.8,35,2.9,,37.0,47.5,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-24.0,39,7.7,,118.5,97.4,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-24.5,35,8.6,,109.9,84.8,0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-24.8,30,10.0,,101.7,60.1,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-25.5,32,0.0,,0.0,35.1,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-25.8,30,6.7,,39.6,59.7,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.0,41,17.1,,229.6,124.6,3.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.3,40,10.0,,87.0,98.8,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.4,40,7.5,,101.4,97.2,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.5,42,7.1,,29.3,131.3,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.6,41,9.8,,53.5,65.9,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.7,35,8.6,,62.9,60.3,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.8,49,8.2,,37.7,54.1,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-3.9,35,5.7,,26.7,40.0,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.0,32,15.6,,66.5,102.6,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.1,36,2.8,,19.1,100.4,-0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.2,45,11.1,,59.0,63.1,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.3,42,2.4,,23.6,44.6,-0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.4,39,12.8,,86.4,96.8,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.5,54,7.4,,28.9,31.7,-1.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.6,43,14.0,,104.8,89.8,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.7,44,11.4,,83.1,57.3,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.8,57,7.0,,76.4,105.5,0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-4.9,45,4.4,,68.1,41.1,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.0,38,15.8,,276.0,123.7,3.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.1,38,5.3,,116.3,81.1,0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.2,49,10.2,,43.8,52.3,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.3,57,15.8,,108.8,67.5,-0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.4,57,7.0,,46.7,72.4,-0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.5,55,9.1,,41.3,97.3,0.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.6,57,10.5,,31.6,42.4,-1.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.7,55,9.1,,116.6,70.1,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.8,53,11.3,,102.8,103.5,1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-5.9,53,11.3,,139.7,87.7,1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.0,60,13.3,,47.4,49.2,-1.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.1,59,10.2,,50.8,74.4,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.2,58,15.5,,75.1,52.4,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.3,48,8.3,,73.0,111.2,0.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.4,49,14.3,,259.1,117.7,3.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.5,51,9.8,,18.0,65.1,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.6,57,10.5,,55.7,93.1,0.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.7,48,10.4,,64.6,98.2,0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.8,50,16.0,,114.1,97.6,1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-6.9,67,10.4,,46.2,58.2,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.0,49,10.2,,71.4,76.7,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.1,81,6.2,,42.7,58.4,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.2,55,7.3,,88.5,54.0,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.3,64,6.2,,52.1,47.3,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.4,71,4.2,,32.4,71.8,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.5,82,15.9,,135.1,81.0,1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.6,59,11.9,,106.0,83.7,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.7,51,2.0,,16.9,73.8,-0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.8,62,6.5,,43.8,69.7,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-7.9,72,9.7,,74.6,73.1,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.0,57,8.8,,36.1,44.2,-1.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.1,78,11.5,,93.0,81.0,0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.2,50,2.0,,13.1,82.5,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.3,54,9.3,,41.8,58.4,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.4,76,5.3,,37.5,80.6,-0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.5,61,11.5,,73.9,72.2,-0.3
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.6,71,7.0,,42.8,80.5,-0.4
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.7,51,11.8,,73.7,54.5,-0.9
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.8,74,9.5,,54.0,34.8,-1.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-8.9,72,12.5,,149.7,82.6,1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.0,74,6.8,,24.1,68.0,-1.0
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.1,74,5.4,,29.6,58.7,-1.1
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.2,49,10.2,,75.7,99.8,0.5
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.3,66,10.6,,106.5,61.7,-0.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.4,80,1.2,,15.8,60.1,-0.6
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.5,75,9.3,,35.3,48.5,-1.7
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.6,70,4.3,,40.2,39.7,-1.2
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.7,59,11.9,,66.0,61.1,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.8,57,10.5,,51.2,67.4,-0.8
KEIBAJO_SURFACE_07_芝,ten_shisu,-9.9,58,6.9,,31.8,74.5,-0.7
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,37,42,4.8,,110.6,58.2,-0.2
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,39,32,3.1,,6.1,85.2,-0.3
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,48,163,6.7,,47.7,62.3,-1.3
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,53,41,2.4,,8.0,102.7,-0.1
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,56,42,0.0,,0.0,82.6,-0.0
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,57,149,9.4,,58.3,100.7,0.5
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,62,84,10.7,,133.9,75.6,0.7
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,65,32,6.2,,24.3,86.9,-0.3
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,87,65,6.2,,130.2,61.3,0.1
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,91,33,0.0,,0.0,76.5,-0.0
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,120,133,9.0,,119.1,96.1,1.4
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,131,31,3.2,,291.5,91.5,1.3
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,144,30,16.7,,307.4,99.9,3.2
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,146,31,6.5,,18.8,37.3,-1.2
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,151,56,1.8,,56.7,83.6,-0.1
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,153,114,10.5,,106.4,89.6,0.9
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,160,48,16.7,,122.6,48.1,-0.5
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,161,40,2.5,,4.4,63.7,-0.6
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,162,1097,7.4,,77.4,81.5,0.0
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,171,145,12.4,,103.5,84.6,0.8
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,173,31,12.9,,52.2,81.4,-0.3
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,189,39,5.1,,14.7,38.8,-1.2
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,215,111,11.7,,136.9,88.5,1.5
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,216,72,4.2,,47.8,53.9,-0.9
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,234,175,6.3,,89.5,86.7,0.4
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,305,60,11.7,,190.6,78.1,1.5
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,384,36,13.9,,223.9,143.0,3.4
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,449,96,9.4,,121.7,67.7,0.2
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,491,34,11.8,,53.2,91.5,0.0
KEIBAJO_SURFACE_03_ダ,uma_tokki_3,728,39,12.8,,135.3,57.7,0.0
