segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_3,combo,B,2,True,True,85.1,93457,0.6842,93282,79.26,127.66,78.44,False,28092,78.68,77.24,80.1,78.0,78.0,78.0,False,,0.01,False,True,76.77,10.0,3.0,77.92,False,False,
KEIBAJO_SURFACE_09_障,shirushi_code_3,numeric,A,1,False,True,95.7,778,0.6667,778,94.1,192.06,80.6,True,163,83.74,67.46,84.8,,96.0,84.8,False,,,False,True,80.35,5.0,3.0,99.52,False,False,
KEIBAJO_SURFACE_09_障,kishu_shisu,numeric,A,1,False,False,94.2,1277,0.6667,397,86.88,279.09,59.42,False,0,,,,,,,False,insufficient_oot_data,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,kijun_ninkijun_fukusho,numeric,A,1,False,False,93.0,1520,0.6667,1237,84.45,176.58,74.61,False,0,,,,,,,False,insufficient_oot_data,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,taikei_tomo,numeric,A,1,False,False,92.9,1268,0.6667,891,93.28,197.95,80.28,True,211,81.23,57.62,66.5,,90.0,66.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,babajotai_code_dirt,numeric,C,1,False,False,89.7,1478,0.6667,1321,78.23,169.24,69.1,False,511,77.22,62.02,65.1,84.7,81.6,65.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,shirushi_code_5,numeric,A,1,False,True,89.6,784,0.6667,784,89.97,148.21,79.6,True,192,84.48,65.69,82.3,,86.3,82.3,False,,,False,True,77.7,5.0,3.0,91.66,False,False,
KEIBAJO_SURFACE_07_障,hizume_code,numeric,B,1,False,False,89.5,1520,0.6667,1173,86.0,209.32,74.02,False,104,101.06,63.32,88.1,77.0,94.5,77.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,pace_yoso,code,C,1,False,False,89.5,6936,0.6667,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,shirushi_code_5,numeric,A,1,False,True,89.2,843,0.6667,843,85.94,149.55,75.85,False,0,,,,,,,False,insufficient_oot_data,,False,True,75.88,8.0,7.0,95.49,False,False,
KEIBAJO_SURFACE_07_障,shirushi_code_6,numeric,B,1,False,True,87.8,839,0.6667,839,82.72,161.73,71.77,False,0,,,,,,,False,insufficient_oot_data,,False,True,70.8,15.0,3.0,87.17,False,False,
KEIBAJO_SURFACE_02_芝,gekiso_type,code,B,1,False,False,87.6,3428,0.6667,3428,79.46,224.15,71.96,False,935,83.04,68.41,83.7,74.5,90.6,74.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_ダ,moshoku_code,numeric,C,1,False,False,87.6,21508,0.6667,21431,80.69,204.05,77.96,False,7782,78.11,74.01,80.6,78.6,75.5,75.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,bac_jouken,code,C,1,False,False,87.4,6936,0.6667,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,shirushi_code_5,numeric,B,1,False,True,87.3,1435,0.6667,1435,87.08,182.62,77.63,False,419,78.47,65.8,82.2,79.5,71.3,71.3,False,,,False,True,76.14,8.0,7.0,95.03,False,False,
KEIBAJO_SURFACE_04_障,nyukyu_nannichimae,numeric,A,1,False,False,87.1,1537,0.6667,356,92.81,209.97,71.0,False,156,86.47,59.3,97.3,72.5,79.0,72.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,shirushi_code_6,numeric,B,1,False,True,87.1,782,0.6667,782,87.17,132.52,77.89,False,194,81.34,65.7,70.8,,94.2,70.8,False,,,False,True,76.18,5.0,3.0,88.87,False,False,
KEIBAJO_SURFACE_07_障,babajotai_heavy,code,C,1,False,False,86.9,1520,0.6667,1520,86.74,210.22,76.17,False,185,97.14,61.92,86.4,71.5,120.5,71.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,moshoku_code,numeric,C,1,False,False,86.9,21346,0.6667,21287,79.01,195.55,76.38,False,6272,80.53,75.66,80.5,79.4,81.5,79.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,kyi_kyusha_rank,numeric,C,1,False,False,85.9,1520,0.6667,1444,87.35,212.4,76.39,False,121,112.31,61.94,78.1,74.7,142.7,74.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,bataiju_change_bin,numeric,C,1,False,False,85.3,1277,0.6667,1220,91.4,233.37,78.31,False,295,82.44,62.14,83.2,64.1,93.7,64.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,shirushi_code_2,numeric,B,1,False,True,85.2,877,0.6667,877,85.52,143.14,76.05,False,302,87.45,72.91,81.7,111.3,76.4,76.4,False,,,False,True,74.31,5.0,3.0,87.05,False,False,
KEIBAJO_SURFACE_03_障,babajotai_heavy,code,C,1,False,False,84.7,1916,0.6667,1916,79.65,175.15,71.8,False,485,82.37,66.62,82.9,87.2,65.0,65.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,kyusha_hyoka_code,numeric,S,1,False,False,84.5,10096,0.6667,10028,78.19,195.83,74.36,False,2889,80.99,73.97,82.0,77.1,84.7,77.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,kyori,numeric,S,1,False,False,84.3,1277,0.6667,1200,92.96,238.43,79.47,True,287,82.44,62.03,80.6,59.2,89.0,59.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,shirushi_code_5,numeric,C,1,False,True,84.3,1085,0.6667,1085,85.06,128.21,77.43,False,298,76.95,63.14,75.1,85.3,65.6,65.6,False,,,False,True,73.89,5.0,3.0,83.87,False,False,
KEIBAJO_SURFACE_06_障,shirushi_code_6,numeric,C,1,False,True,84.3,885,0.6667,885,85.54,127.28,77.15,False,310,82.52,69.08,81.0,96.1,75.1,75.1,False,,,False,True,76.14,5.0,3.0,87.53,False,False,
KEIBAJO_SURFACE_06_障,babajotai_heavy,code,C,1,False,False,84.3,1478,0.6667,1478,80.13,179.65,70.97,False,511,77.22,62.02,65.1,85.5,81.6,65.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,bac_tosu,numeric,C,1,False,False,84.2,1520,0.6667,1221,88.32,221.46,75.9,False,115,87.22,53.41,71.1,84.3,112.1,71.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,shutoku_shokin_ruikei,numeric,A,1,False,False,84.1,14090,0.6667,12366,79.88,204.24,76.28,False,4031,78.39,72.42,77.0,76.1,82.5,76.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,ls_shisu_juni,numeric,C,1,False,False,83.6,21346,0.6667,21302,78.99,195.61,76.36,False,6258,80.49,75.62,80.4,79.4,81.7,79.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,shirushi_code_2,numeric,B,1,False,True,83.2,840,0.6667,840,81.46,146.38,71.57,False,0,,,,,,,False,insufficient_oot_data,,False,True,69.12,15.0,3.0,83.05,False,False,
KEIBAJO_SURFACE_02_芝,shirushi_code_2,numeric,C,1,False,True,82.9,4408,0.6667,4408,82.03,145.21,77.74,False,1228,84.79,76.48,83.7,87.4,83.8,83.7,False,,,False,True,78.36,15.0,7.0,89.66,False,False,
KEIBAJO_SURFACE_04_障,yoso_juni,numeric,A,1,False,False,82.6,2625,0.6667,2507,82.89,203.02,74.94,False,678,78.38,65.56,84.0,76.2,68.9,68.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,pace_shisu,numeric,C,1,False,False,82.6,14090,0.6667,2109,72.28,197.52,63.85,False,688,71.74,57.72,82.9,71.1,80.8,71.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,gekiso_type,code,C,1,False,False,82.3,4085,0.6667,4085,78.96,222.02,72.15,False,1241,86.2,73.36,80.4,88.3,89.6,80.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,shirushi_code_3,numeric,C,1,False,True,82.3,11267,0.6667,11267,80.97,135.7,78.47,False,3379,83.66,78.74,78.5,84.1,87.8,78.5,False,,,False,True,77.25,10.0,3.0,80.77,False,False,
KEIBAJO_SURFACE_03_芝,futan_juryo,numeric,C,1,False,False,82.1,14090,0.6667,14028,79.48,205.28,76.09,False,4383,77.49,71.75,77.1,74.2,80.6,74.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,babajotai_heavy,code,C,1,False,False,81.8,6936,0.6667,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,taikei_dou,numeric,C,1,False,False,81.7,1468,0.6667,1132,82.43,189.75,71.38,False,432,80.19,63.1,67.9,80.9,85.6,67.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_ダ,gekiso_type,code,C,1,False,False,81.7,10391,0.6667,10391,79.6,225.85,75.25,False,2936,80.13,72.15,75.0,83.4,82.4,75.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,pace_yoso,code,C,1,False,False,81.7,21346,0.6667,21346,79.07,195.81,76.45,False,6282,80.57,75.71,80.4,79.3,81.7,79.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_ダ,shirushi_code_2,numeric,C,1,False,True,81.7,11402,0.6667,11402,81.83,148.35,79.11,True,4240,80.78,76.7,76.1,82.5,81.1,76.1,True,,,True,True,78.84,10.0,5.0,83.94,True,True,-15.89
KEIBAJO_SURFACE_06_ダ,pace_yoso,code,C,1,False,False,81.7,30839,0.6667,30839,79.42,200.69,77.18,False,8946,78.4,74.4,78.3,73.3,83.5,73.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,class_code,numeric,C,1,False,False,81.6,10305,0.6667,9973,79.41,195.3,75.58,False,2994,80.18,73.48,79.2,81.0,80.4,79.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_ダ,shirushi_code_3,numeric,C,1,False,True,81.6,3168,0.6667,3168,82.8,139.72,77.93,False,868,81.16,73.11,78.0,86.4,80.1,78.0,False,,,False,True,75.97,15.0,3.0,82.9,False,False,
KEIBAJO_SURFACE_03_ダ,shirushi_code_2,numeric,C,1,False,True,81.5,5443,0.6667,5443,80.64,145.38,76.78,False,1704,81.22,74.62,85.2,80.9,77.6,77.6,False,,,False,True,75.86,15.0,3.0,81.21,False,False,
KEIBAJO_SURFACE_01_ダ,shirushi_code_6,numeric,C,1,False,True,81.5,3867,0.6667,3867,81.92,145.7,77.32,False,1228,79.44,72.77,79.2,79.6,79.5,79.2,False,,,False,True,76.52,5.0,3.0,82.54,False,False,
SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_5,combo,B,2,True,True,81.4,92944,0.6667,92648,79.87,135.91,78.99,False,27838,78.98,77.44,80.2,79.3,77.4,77.4,False,,-0.0,False,True,77.51,10.0,3.0,78.73,False,False,
KEIBAJO_SURFACE_03_芝,shirushi_code_2,numeric,C,1,False,True,81.4,6986,0.6667,6986,81.49,150.45,77.96,False,2222,79.98,74.08,77.0,83.3,79.6,77.0,False,,,False,True,76.71,8.0,3.0,81.54,False,False,
GLOBAL,kyusha_hyoka_code+shirushi_code_2,combo,A,2,True,True,81.3,192442,0.6667,192250,80.46,141.03,79.83,True,57412,80.51,79.39,80.6,80.5,80.3,80.3,True,,0.0,True,True,78.48,10.0,3.0,79.36,True,True,-15.17
KEIBAJO_SURFACE_01_芝,shirushi_code_5,numeric,C,1,False,True,81.2,5437,0.6667,5437,81.29,139.85,77.57,False,1731,79.88,73.72,79.3,85.6,74.7,74.7,False,,,False,True,76.39,15.0,5.0,84.33,False,False,
KEIBAJO_SURFACE_08_芝,shirushi_code_2,numeric,C,1,False,True,81.1,10125,0.6667,10125,80.81,137.33,78.14,False,3698,81.21,76.94,84.3,79.2,81.8,79.2,False,,,False,True,76.07,5.0,3.0,79.61,False,False,
KEIBAJO_SURFACE_09_障,taikei_dou,numeric,B,1,False,False,81.0,1271,0.6667,1072,92.33,238.78,78.04,False,192,89.38,60.46,89.4,55.7,92.2,55.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,shirushi_code_2,numeric,C,1,False,True,81.0,11134,0.6667,11134,81.1,145.66,78.39,False,3337,81.43,76.23,79.1,82.9,82.2,79.1,False,,,False,True,77.16,10.0,3.0,80.92,False,False,
SURFACE_2_ダ,prev1_corner4_bin+shirushi_code_2,combo,C,2,True,True,80.9,87384,0.6667,87384,81.1,144.34,80.14,True,25902,81.17,79.48,81.6,81.0,81.0,81.0,True,,0.19,True,True,78.89,10.0,3.0,80.22,True,True,-14.86
KEIBAJO_SURFACE_05_芝,shirushi_code_4,numeric,C,1,False,True,80.8,14235,0.6667,14235,81.37,126.09,79.3,True,4215,81.27,77.43,81.9,79.9,82.0,79.9,True,,,True,True,77.12,5.0,3.0,79.88,False,False,
KEIBAJO_SURFACE_06_芝,shirushi_code_5,numeric,C,1,False,True,80.8,12345,0.6667,12345,81.04,140.27,78.56,False,3685,80.78,76.51,85.0,82.9,74.4,74.4,False,,,False,True,77.33,10.0,3.0,80.81,False,False,
KEIBAJO_SURFACE_05_芝,shirushi_code_5,numeric,C,1,False,True,80.7,14077,0.6667,14077,81.62,136.05,79.38,True,4155,79.4,75.51,79.0,80.0,79.2,79.0,True,,,True,True,77.22,5.0,3.0,80.23,False,False,
KEIBAJO_SURFACE_01_ダ,omo_tekisei_code,numeric,C,1,False,False,80.7,6711,0.6667,6680,82.07,199.79,77.28,False,2094,80.4,72.53,80.5,85.3,75.4,75.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,shirushi_code_2,numeric,C,1,False,True,80.7,12210,0.6667,12210,81.09,141.25,78.58,False,3643,79.04,74.91,77.9,81.7,77.6,77.6,False,,,False,True,77.04,5.0,3.0,80.29,False,False,
KEIBAJO_SURFACE_05_ダ,shirushi_code_2,numeric,C,1,False,True,80.6,14490,0.6667,14490,80.92,142.71,78.6,False,4286,83.09,78.72,84.2,79.0,86.1,79.0,False,,,False,True,76.18,5.0,3.0,79.18,False,False,
KEIBAJO_SURFACE_03_ダ,shirushi_code_6,numeric,C,1,False,True,80.6,5480,0.6667,5480,80.52,134.49,76.96,False,1716,79.88,73.91,84.5,76.1,79.1,76.1,False,,,False,True,76.28,15.0,3.0,81.26,False,False,
KEIBAJO_SURFACE_04_障,kijun_odds_fukusho,numeric,A,1,False,False,80.5,2625,0.6667,385,83.01,72.75,75.75,False,106,86.89,73.2,73.8,86.5,95.0,73.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,shirushi_code_4,numeric,C,1,False,True,80.5,1091,0.6667,1091,83.5,113.4,76.77,False,303,76.7,64.71,81.8,83.3,55.8,55.8,False,,,False,True,72.23,5.0,3.0,81.07,False,False,
KEIBAJO_SURFACE_03_芝,shirushi_code_6,numeric,C,1,False,True,80.5,7052,0.6667,7052,81.66,138.33,78.43,False,2248,79.71,74.59,85.1,78.4,75.9,75.9,False,,,False,True,77.25,8.0,3.0,81.71,False,False,
SURFACE_2_ダ,gekiso_type,code,C,1,False,False,80.4,68848,0.6667,68848,79.69,230.33,77.97,False,19791,79.08,76.0,76.2,80.3,80.7,76.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,shirushi_code_2,numeric,C,1,False,True,80.4,93283,0.6667,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
KEIBAJO_SURFACE_07_ダ,shirushi_code_5,numeric,C,1,False,True,80.3,11160,0.6667,11160,79.05,142.51,76.41,False,3348,82.0,76.96,78.9,84.2,82.8,78.9,False,,,False,True,74.16,10.0,3.0,77.86,False,False,
KEIBAJO_SURFACE_08_ダ,pace_yoso,code,C,1,False,False,80.3,21508,0.6667,21508,80.78,203.98,78.06,False,7800,78.2,74.1,80.5,78.7,75.7,75.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_ダ,shirushi_code_3,numeric,C,1,False,True,80.2,11609,0.6667,11609,81.32,145.25,78.68,False,4340,79.92,76.19,80.0,81.0,77.8,77.8,False,,,False,True,78.49,15.0,5.0,84.38,False,False,
KEIBAJO_SURFACE_09_ダ,kyori_tekisei_2,numeric,C,1,False,False,80.1,3525,0.6667,3451,75.56,171.59,69.83,False,961,75.71,65.0,75.1,76.8,75.9,75.1,False,,,False,False,,,,,False,False,
GLOBAL,chokyo_yajirushi_code+shirushi_code_4,combo,C,2,True,True,79.9,195681,0.6667,195521,79.43,124.38,78.88,False,58499,79.51,78.51,79.9,78.9,79.8,78.9,False,,0.0,False,True,77.21,10.0,3.0,77.97,False,False,
KEIBAJO_SURFACE_08_ダ,shirushi_code_4,numeric,C,1,False,True,79.9,11651,0.6667,11651,80.78,130.87,78.4,False,4348,79.39,75.75,78.0,82.0,75.8,75.8,False,,,False,True,77.79,10.0,5.0,82.5,False,False,
KEIBAJO_SURFACE_03_芝,moshoku_code,numeric,C,1,False,False,79.5,14090,0.6667,14066,79.44,204.94,76.06,False,4395,77.41,71.69,76.8,73.8,81.2,73.8,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,pace_yoso,code,C,1,False,False,79.5,177971,0.6667,177971,78.88,195.95,77.97,False,51743,78.56,76.95,78.0,78.3,79.4,78.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,pace_yoso,code,C,1,False,False,79.3,22719,0.6667,22719,78.66,189.67,76.2,False,6647,76.69,72.51,75.0,76.7,78.4,75.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_芝,ten_shisu,numeric,C,1,False,False,79.2,9819,0.6667,1043,79.68,200.48,67.52,False,383,72.64,55.53,78.2,72.6,78.9,72.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,joken_class_code,numeric,C,1,False,False,79.0,1478,0.6667,1320,82.22,186.87,72.14,False,463,76.91,60.46,65.3,81.4,82.7,65.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,shirushi_code_3,numeric,C,1,False,True,78.8,1090,0.6667,1090,80.36,115.9,73.48,False,301,74.25,61.74,75.7,83.7,55.0,55.0,False,,,False,True,68.13,5.0,3.0,77.14,False,False,
KEIBAJO_SURFACE_09_芝,sogo_shisu,numeric,C,1,False,False,78.8,21956,0.6667,340,78.5,236.43,53.37,False,100,50.6,23.98,64.1,,72.3,64.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,pace_shisu,numeric,C,1,False,False,78.8,21956,0.6667,3349,75.14,180.14,69.04,False,764,80.3,67.04,80.0,109.8,76.6,76.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_障,prev1_bataiju_bin,numeric,A,1,False,False,78.7,852,0.6667,660,91.26,224.81,74.11,False,165,75.52,55.05,85.1,83.4,62.3,62.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,pace_shisu,numeric,C,1,False,False,78.6,17759,0.6667,2909,79.64,199.46,72.39,False,1182,87.47,75.46,86.6,89.8,77.4,77.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_芝,shirushi_code_5,numeric,C,1,False,True,78.5,9179,0.6667,9179,79.19,132.25,76.48,False,2869,77.46,72.78,78.4,77.1,76.9,76.9,False,,,False,True,74.41,5.0,3.0,77.94,False,False,
KEIBAJO_SURFACE_04_障,barei,numeric,B,1,False,False,78.4,2625,0.6667,2550,84.5,218.8,76.01,False,685,78.79,65.4,77.4,80.1,71.6,71.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,uma_start_shisu,numeric,C,1,False,False,78.0,6708,0.6667,6207,83.56,206.39,78.43,False,1951,81.47,73.22,82.7,84.6,76.2,76.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_芝,shirushi_code_3,numeric,C,1,False,True,77.9,9239,0.6667,9239,78.28,123.32,75.77,False,2892,77.25,72.9,77.2,76.7,77.8,76.7,False,,,False,True,73.42,5.0,3.0,76.69,False,False,
KEIBAJO_SURFACE_06_障,kishu_rank,code,C,1,False,False,77.8,1478,0.6667,1328,81.65,178.23,72.06,False,491,78.37,62.73,67.6,87.4,81.6,67.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,hizume_code,numeric,C,1,False,False,77.8,10247,0.6667,9832,79.01,193.38,75.19,False,2981,81.46,74.67,78.5,81.5,82.3,78.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_障,kishu_rank,code,B,1,False,False,77.7,852,0.6667,784,85.87,204.41,71.56,False,180,67.11,47.91,85.1,73.2,46.3,46.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,kyori_tekisei_2,numeric,C,1,False,False,77.7,4587,0.6667,4538,80.33,173.36,75.29,False,1229,81.73,71.91,86.3,79.2,77.6,77.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_芝,pace_yoso,code,C,1,False,False,77.5,8160,0.6667,8160,78.73,189.38,74.62,False,2257,79.42,71.88,80.2,74.0,83.8,74.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_障,kishu_rank,code,S,1,False,False,77.4,1277,0.6667,1212,91.86,234.73,78.65,False,282,86.21,65.28,85.6,84.3,85.4,84.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,chokyo_yajirushi_code,numeric,A,1,False,False,77.2,10096,0.6667,10007,78.47,195.2,74.64,False,2897,80.7,73.73,81.9,77.0,84.8,77.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,sanchimei,code,A,1,False,False,77.1,6936,0.6667,6628,83.69,212.8,78.57,False,2074,82.23,73.44,80.3,87.9,78.1,78.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_芝,pace_shisu,numeric,C,1,False,False,76.3,17129,0.6667,2287,82.66,210.23,74.04,False,862,72.71,61.1,66.5,82.4,66.8,66.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,uma_tokki_1,numeric,C,1,False,False,75.8,5870,0.6667,3209,83.51,189.14,76.96,False,1069,84.28,72.26,85.0,80.5,84.4,80.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,idm,numeric,A,1,False,False,75.7,1916,0.6667,550,89.2,225.55,70.35,False,389,82.54,64.09,86.0,83.4,75.9,75.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_ダ,kyori_tekisei_2,numeric,B,1,False,False,74.6,1813,0.6667,1793,79.09,178.26,70.84,False,616,81.95,68.28,85.3,77.4,84.1,77.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,kyi_kyusha_rank,numeric,B,1,False,False,73.6,1916,0.6667,1842,80.9,177.6,72.79,False,449,85.32,68.42,83.6,90.1,78.8,78.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,kishu_minarai_code,numeric,C,1,False,False,73.1,1357,0.6667,1281,86.11,228.96,73.57,False,679,86.11,69.93,78.3,88.7,89.2,78.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,bataiju_change_bin,numeric,B,1,False,False,73.0,2625,0.6667,2513,85.24,218.62,76.69,False,698,76.43,63.57,76.2,76.6,71.0,71.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kishu_minarai_code,numeric,B,1,False,False,69.7,1685,0.6667,1615,81.75,221.88,70.93,False,588,88.72,67.28,68.9,106.3,96.5,68.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_障,taikei_dou,numeric,A,1,False,False,68.8,847,0.6667,685,88.63,211.83,72.76,False,138,71.59,48.61,79.1,97.9,56.8,56.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_障,bataiju_change_bin,numeric,B,1,False,False,66.4,1519,0.6667,1443,88.23,213.18,77.23,False,178,102.92,66.67,81.2,96.0,122.7,81.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyusha_hyoka_code+manken_shirushi,combo,B,2,True,False,80.3,111609,0.6562,111609,80.12,178.44,79.07,True,33198,79.95,78.07,78.3,80.8,81.0,78.3,True,,0.0,True,False,,,,,True,True,-15.93
GLOBAL,chokyo_yajirushi_code+shirushi_code_2,combo,C,2,True,True,82.9,192442,0.6522,192361,80.45,141.01,79.82,True,57377,80.5,79.39,80.7,80.6,80.3,80.3,True,,-0.0,True,True,78.47,10.0,3.0,79.34,True,True,-15.18
KEIBAJO_SURFACE_01_ダ,kohan_3f_sa,numeric,C,1,False,False,85.4,6936,0.6471,6671,82.89,208.76,77.88,False,2095,82.41,73.76,80.4,92.7,75.3,75.3,False,,,False,False,,,,,False,False,
SURFACE_2_芝,bataiju_change_bin+chokyo_yajirushi_code,combo,C,2,True,False,81.6,148513,0.6471,148108,78.91,189.93,77.94,False,43586,78.25,76.54,78.6,77.6,78.5,77.6,False,,-0.01,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,uma_deokure_ritsu,numeric,C,1,False,False,85.5,15121,0.6429,13676,80.76,204.6,77.33,False,4128,81.08,74.82,81.1,83.0,77.8,77.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,umaban_clean,numeric,C,1,False,False,82.7,6936,0.6429,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,ten_shisu,numeric,C,1,False,False,80.4,22719,0.6429,4335,76.52,197.35,70.65,False,1768,71.84,63.59,70.3,69.7,82.9,69.7,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyori+shirushi_code_2,combo,B,2,True,True,81.8,93283,0.6389,93053,80.92,143.32,80.0,True,27701,80.99,79.35,81.7,80.6,80.5,80.5,True,,0.02,True,True,78.78,10.0,3.0,80.06,True,True,-15.0
GLOBAL,ls_shisu_juni,numeric,C,1,False,False,85.9,348933,0.6364,348913,78.78,193.14,78.14,False,102264,78.13,77.0,78.0,78.0,78.5,78.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,nyukyu_nannichimae,numeric,A,1,False,False,83.8,2629,0.6364,1847,81.85,213.35,72.12,False,597,98.93,77.58,88.9,138.5,79.6,79.6,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,chokyo_yajirushi_code+shirushi_code_2,combo,B,2,True,True,82.9,93283,0.6364,93162,80.89,143.19,79.97,True,27692,80.99,79.35,81.6,80.8,80.6,80.6,True,,-0.0,True,True,78.74,10.0,3.0,80.02,True,True,-15.03
GLOBAL,chokyo_yajirushi_code+shirushi_code_5,combo,C,2,True,True,80.2,193685,0.6364,193520,79.94,137.87,79.32,True,57853,79.44,78.37,79.9,79.8,78.5,78.5,True,,-0.0,True,True,77.91,10.0,3.0,78.77,False,False,
