rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
403,phase1,KEIBAJO_SURFACE_02_芝,kyusha_shisu,numeric,C,,1.842,10,3,83.6,78.7,119.2,89.8,6449
404,phase1,KEIBAJO_SURFACE_02_ダ,kyusha_shisu,numeric,C,,1.839,10,1,71.4,73.6,108.7,89.3,4335
405,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_4,numeric,C,,1.839,5,1,81.1,75.0,100.1,90.4,888
406,phase1,KEIBAJO_SURFACE_05_ダ,prev1_bataiju_bin,numeric,C,,1.839,6,1,78.8,74.9,112.2,91.9,2609
407,phase1,KEIBAJO_SURFACE_05_ダ,kohan_3f_sa,numeric,C,,1.838,9,1,71.6,78.4,108.1,91.7,2857
408,phase1,KEIBAJO_SURFACE_02_芝,manken_shirushi,numeric,C,,1.836,7,3,88.2,80.8,112.8,105.2,4109
409,phase1,KEIBAJO_SURFACE_04_障,shirushi_code_4,numeric,C,,1.833,5,2,89.8,81.7,117.7,94.8,1200
410,phase1,KEIBAJO_SURFACE_01_芝,prev3_chakujun,numeric,C,,1.829,9,0,71.8,77.0,98.9,85.0,6207
411,phase1,KEIBAJO_SURFACE_03_ダ,ls_shisu_juni,numeric,C,,1.828,6,1,85.9,79.2,101.7,82.7,9276
412,phase1,KEIBAJO_SURFACE_03_障,joa_ls_shisu,numeric,C,,1.827,5,1,82.5,81.4,118.1,89.1,1551
413,phase1,KEIBAJO_SURFACE_01_芝,kyori_tekisei_2,numeric,C,,1.822,3,0,68.5,74.2,83.8,81.9,1481
414,phase1,KEIBAJO_SURFACE_01_芝,uma_tokki_2,numeric,C,,1.822,10,1,73.9,81.0,115.0,103.2,5102
415,phase1,KEIBAJO_SURFACE_03_障,kishu_shisu,numeric,C,,1.819,9,1,80.4,81.2,107.9,95.3,1551
416,phase1,KEIBAJO_SURFACE_02_ダ,agari_shisu_juni,numeric,C,,1.818,10,1,70.4,72.2,113.3,89.2,4335
417,phase1,KEIBAJO_SURFACE_02_芝,dochu_juni,numeric,C,,1.818,10,2,83.9,77.3,123.6,91.0,6449
418,phase1,KEIBAJO_SURFACE_03_障,prev3_chakujun,numeric,C,,1.813,10,1,81.3,79.7,128.2,99.8,1550
419,phase1,KEIBAJO_SURFACE_02_ダ,bataiju_change_bin,numeric,C,,1.805,3,0,62.0,75.0,78.7,77.7,4190
420,phase1,KEIBAJO_SURFACE_02_芝,kishu_kitai_tansho_ritsu,numeric,C,,1.804,10,2,83.2,78.5,120.7,92.4,6449
421,phase1,KEIBAJO_SURFACE_01_芝,prev1_corner4,numeric,C,,1.8,10,0,71.3,79.6,92.8,86.6,7294
422,phase1,KEIBAJO_SURFACE_02_芝,idm,numeric,C,,1.799,10,2,84.3,78.4,112.8,91.8,6449
423,phase1,KEIBAJO_SURFACE_02_ダ,ls_shisu_juni,numeric,C,,1.799,5,0,64.0,71.1,83.1,88.0,4335
424,phase1,KEIBAJO_SURFACE_01_芝,hobokusaki_rank,code,C,,1.795,5,1,80.0,80.9,110.1,94.9,6691
425,phase1,KEIBAJO_SURFACE_03_芝,class_code,numeric,C,,1.794,6,2,91.2,84.0,115.5,103.0,10644
426,phase1,KEIBAJO_SURFACE_03_芝,pace_shisu_juni,numeric,C,,1.793,10,1,80.1,78.4,118.9,86.0,12217
427,phase1,KEIBAJO_SURFACE_02_芝,gekiso_juni,numeric,C,,1.789,10,2,84.0,79.4,118.4,89.9,6449
428,phase1,KEIBAJO_SURFACE_05_ダ,babajotai_heavy,code,C,,1.787,3,0,67.4,78.3,80.4,80.4,2857
429,phase1,KEIBAJO_SURFACE_02_芝,kijun_odds_fukusho,numeric,C,,1.784,10,2,83.0,78.6,120.1,89.4,6449
430,phase1,KEIBAJO_SURFACE_04_ダ,uma_tokki_3,numeric,C,,1.782,9,0,64.1,72.7,91.4,82.3,5804
431,phase1,KEIBAJO_SURFACE_04_ダ,ichi_shisu_juni,numeric,C,,1.781,9,1,76.2,76.2,106.7,90.9,11901
432,phase1,KEIBAJO_SURFACE_03_ダ,bac_jouken,code,C,,1.781,6,1,86.6,78.2,116.5,91.2,9276
433,phase1,SURFACE_2_ダ,hobokusaki_rank,code,C,,1.778,5,0,73.5,74.8,87.0,82.1,31714
434,phase1,KEIBAJO_SURFACE_05_芝,manken_shirushi,numeric,C,,1.773,7,0,61.6,79.0,89.3,91.0,1567
435,phase1,KEIBAJO_SURFACE_05_ダ,manken_shisu,numeric,C,,1.769,10,1,74.2,78.5,100.7,104.7,2857
436,phase1,KEIBAJO_SURFACE_05_芝,uma_deokure_ritsu,numeric,C,,1.765,7,0,54.2,75.4,78.1,93.6,2018
437,phase1,KEIBAJO_SURFACE_03_ダ,kishu_kitai_sanchakunai_ritsu,numeric,C,,1.764,10,1,87.2,80.6,133.6,88.5,9276
438,phase1,KEIBAJO_SURFACE_05_ダ,umaban_clean,numeric,C,,1.76,10,1,72.4,79.2,105.2,95.3,2857
439,phase1,KEIBAJO_SURFACE_01_ダ,dochu_juni,numeric,C,,1.758,10,2,78.5,81.8,109.2,103.7,5660
440,phase1,KEIBAJO_SURFACE_01_ダ,kishu_kitai_tansho_ritsu,numeric,C,,1.757,10,1,79.6,81.2,125.6,91.7,5660
441,phase1,KEIBAJO_SURFACE_03_ダ,class_code,numeric,C,,1.752,5,1,89.8,82.6,119.0,87.5,8768
442,phase1,KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho,numeric,C,,1.751,10,2,79.0,80.3,107.8,107.6,5660
443,phase1,KEIBAJO_SURFACE_01_芝,nyukyu_nannichimae,numeric,C,,1.749,10,0,70.2,77.9,85.5,97.0,3830
444,phase1,KEIBAJO_SURFACE_03_障,class_code,numeric,C,,1.745,4,0,67.5,74.4,95.4,86.1,1551
445,phase1,KEIBAJO_SURFACE_03_障,prev1_corner4,numeric,C,,1.745,10,1,81.0,81.8,120.9,160.3,1551
446,phase1,KEIBAJO_SURFACE_03_ダ,futan_juryo,numeric,C,,1.743,7,2,91.9,81.1,117.7,87.5,9276
447,phase1,KEIBAJO_SURFACE_03_障,prev1_keibajo,numeric,C,,1.743,7,1,76.3,79.1,103.7,92.5,1551
448,phase1,KEIBAJO_SURFACE_04_ダ,pace_shisu,numeric,C,,1.739,10,1,74.6,76.2,109.6,92.6,11901
449,phase1,KEIBAJO_SURFACE_03_芝,uma_tokki_3,numeric,C,,1.736,9,1,73.8,76.3,106.9,91.1,5859
450,phase1,KEIBAJO_SURFACE_03_芝,dochu_juni,numeric,C,,1.735,10,1,84.5,80.0,130.0,101.4,12217
451,phase1,KEIBAJO_SURFACE_03_芝,sogo_shisu,numeric,C,,1.732,10,1,81.9,79.2,122.2,90.3,12217
452,phase1,KEIBAJO_SURFACE_03_障,bac_tosu,numeric,C,,1.732,5,1,83.4,78.6,115.5,86.0,1551
453,phase1,KEIBAJO_SURFACE_01_ダ,manken_shirushi,numeric,C,,1.731,7,2,79.2,82.0,105.5,86.7,3776
454,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_2,numeric,C,,1.73,5,2,87.6,82.1,107.1,89.2,4656
455,phase1,KEIBAJO_SURFACE_03_芝,shirushi_code_2,numeric,C,,1.727,5,1,80.8,81.3,103.0,88.8,6060
456,phase1,KEIBAJO_SURFACE_01_芝,ten_shisu,numeric,C,,1.726,10,1,73.2,78.4,105.8,91.9,8074
457,phase1,KEIBAJO_SURFACE_02_ダ,prev1_bataiju,numeric,C,,1.726,10,1,72.1,73.9,108.7,84.8,4190
458,phase1,KEIBAJO_SURFACE_05_ダ,hobokusaki_rank,code,C,,1.725,5,1,75.2,76.8,104.2,89.6,2718
459,phase1,KEIBAJO_SURFACE_03_芝,uma_tokki_2,numeric,C,,1.725,10,1,76.9,78.3,120.3,86.5,7865
460,phase1,KEIBAJO_SURFACE_03_ダ,idm,numeric,C,,1.723,10,3,88.3,80.4,118.6,91.9,9276
461,phase1,KEIBAJO_SURFACE_03_ダ,kishu_shisu,numeric,C,,1.722,9,3,89.8,81.4,123.8,88.3,9276
462,phase1,KEIBAJO_SURFACE_03_芝,manken_shisu,numeric,C,,1.72,10,3,84.7,79.7,120.7,89.9,12001
463,phase1,KEIBAJO_SURFACE_04_ダ,rotation,numeric,C,,1.719,9,1,71.2,77.2,100.8,90.5,11322
464,phase1,KEIBAJO_SURFACE_02_芝,bac_jouken,code,C,,1.719,6,1,89.2,77.6,118.5,90.3,6449
465,phase1,KEIBAJO_SURFACE_04_障,barei,numeric,C,,1.711,5,2,93.7,85.0,116.4,100.7,2167
466,phase1,KEIBAJO_SURFACE_01_ダ,kohan_3f_sa,numeric,C,,1.711,9,1,77.9,82.0,103.7,97.7,5660
467,phase1,KEIBAJO_SURFACE_01_芝,dochu_sa,numeric,C,,1.709,9,1,70.1,78.0,105.6,83.6,8074
468,phase1,KEIBAJO_SURFACE_01_芝,uma_deokure_ritsu,numeric,C,,1.705,7,0,71.1,80.0,95.7,93.9,7215
469,phase1,KEIBAJO_SURFACE_02_芝,manken_shisu,numeric,C,,1.704,10,2,82.8,78.3,101.9,89.0,6449
470,phase1,KEIBAJO_SURFACE_02_ダ,kishu_kitai_sanchakunai_ritsu,numeric,C,,1.701,10,0,71.4,73.7,99.8,87.7,4335
471,phase1,KEIBAJO_SURFACE_01_ダ,joho_shisu,numeric,C,,1.698,8,1,83.3,79.1,121.8,85.3,5660
472,phase1,KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho,numeric,C,,1.698,10,2,78.9,80.3,107.5,108.1,5660
473,phase1,KEIBAJO_SURFACE_02_芝,ichi_shisu_juni,numeric,C,,1.694,9,1,85.0,80.4,119.3,94.5,6449
474,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_2,numeric,C,,1.694,5,0,72.7,79.4,92.4,91.6,1280
475,phase1,KEIBAJO_SURFACE_02_ダ,kijun_odds_fukusho,numeric,C,,1.693,10,0,71.9,73.4,93.1,85.8,4335
476,phase1,KEIBAJO_SURFACE_05_ダ,bac_shubetsu,numeric,C,,1.693,3,0,75.9,77.3,99.8,80.2,2857
477,phase1,KEIBAJO_SURFACE_02_ダ,prev2_chakujun,numeric,C,,1.691,10,2,75.1,74.7,102.7,92.5,4088
478,phase1,KEIBAJO_SURFACE_01_ダ,ichi_shisu,numeric,C,,1.689,10,2,79.4,80.8,107.3,94.9,5660
479,phase1,KEIBAJO_SURFACE_04_ダ,uma_deokure_ritsu,numeric,C,,1.689,7,1,80.9,77.1,108.8,90.3,11314
480,phase1,KEIBAJO_SURFACE_04_ダ,shirushi_code_3,numeric,C,,1.687,5,1,79.4,76.3,111.8,81.0,6222
481,phase1,KEIBAJO_SURFACE_03_ダ,uma_tokki_3,numeric,C,,1.686,9,4,93.1,77.9,116.2,85.3,4699
482,phase1,KEIBAJO_SURFACE_03_芝,agari_shisu_juni,numeric,C,,1.681,10,2,82.1,78.8,106.7,88.8,12217
483,phase1,KEIBAJO_SURFACE_01_ダ,umaban_clean,numeric,C,,1.68,10,1,79.4,82.2,116.9,101.0,5660
484,phase1,KEIBAJO_SURFACE_05_芝,kyori_tekisei,numeric,C,,1.674,3,0,66.8,76.8,81.5,92.2,2355
485,phase1,KEIBAJO_SURFACE_02_ダ,kyi_kyusha_rank,numeric,C,,1.672,6,1,74.3,73.9,102.0,81.7,4335
486,phase1,KEIBAJO_SURFACE_02_ダ,kakutoku_shokin_ruikei,numeric,C,,1.664,9,0,71.2,74.2,99.4,83.1,4335
487,phase1,KEIBAJO_SURFACE_03_ダ,prev1_keibajo,numeric,C,,1.663,7,2,92.6,82.4,114.4,91.1,8773
488,phase1,KEIBAJO_SURFACE_04_芝,pace_shisu,numeric,C,,1.661,10,1,74.8,77.3,100.7,85.0,14769
489,phase1,KEIBAJO_SURFACE_05_芝,futan_juryo,numeric,C,,1.659,5,0,71.7,76.6,87.6,84.8,2355
490,phase1,SURFACE_2_芝,chokyo_yajirushi_code,numeric,C,,1.656,3,0,68.2,77.7,82.6,80.8,43864
491,phase1,SURFACE_2_芝,hizume_code,numeric,C,,1.651,8,1,79.9,80.4,115.5,94.2,38274
492,phase1,KEIBAJO_SURFACE_02_ダ,kishu_shisu,numeric,C,,1.65,9,0,74.2,74.9,98.4,87.1,4335
493,phase1,KEIBAJO_SURFACE_05_ダ,prev1_corner4,numeric,C,,1.65,10,0,73.6,77.6,94.9,96.6,2610
494,phase1,KEIBAJO_SURFACE_03_ダ,kakutoku_shokin_ruikei,numeric,C,,1.649,9,2,91.2,82.3,118.4,93.5,9276
495,phase1,KEIBAJO_SURFACE_01_ダ,taikei_tomo,numeric,C,,1.647,10,0,73.4,79.3,95.9,90.3,5224
496,phase1,KEIBAJO_SURFACE_03_芝,uma_deokure_ritsu,numeric,C,,1.646,7,1,87.5,82.6,114.3,87.6,10644
497,phase1,KEIBAJO_SURFACE_04_障,kyusha_shisu,numeric,C,,1.645,10,4,92.5,82.1,115.9,117.4,2167
498,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_1,numeric,C,,1.644,6,1,82.3,82.0,116.8,92.5,5422
499,phase1,KEIBAJO_SURFACE_03_芝,dochu_sa,numeric,C,,1.644,10,1,82.7,79.3,117.2,94.1,12217
500,phase1,KEIBAJO_SURFACE_03_ダ,umaban_clean,numeric,C,,1.643,10,4,88.5,80.0,113.6,88.9,9276
501,phase1,KEIBAJO_SURFACE_03_芝,shirushi_code_5,numeric,C,,1.641,5,1,80.9,76.9,107.4,83.0,6085
502,phase1,KEIBAJO_SURFACE_04_障,shirushi_code_6,numeric,C,,1.64,5,1,83.2,77.1,109.6,85.3,1196
503,phase1,KEIBAJO_SURFACE_01_ダ,barei,numeric,C,,1.62,4,1,90.4,84.9,112.4,90.1,5660
504,phase1,KEIBAJO_SURFACE_02_芝,ichi_shisu,numeric,C,,1.618,9,2,84.7,80.0,108.6,90.5,6449
505,phase1,KEIBAJO_SURFACE_01_芝,prev2_chakujun,numeric,C,,1.615,9,1,75.2,78.5,105.3,90.0,6651
506,phase1,KEIBAJO_SURFACE_01_芝,yoso_juni,numeric,C,,1.61,10,1,74.0,79.0,105.6,89.7,8074
507,phase1,KEIBAJO_SURFACE_03_芝,kyori_tekisei_2,numeric,C,,1.609,3,1,81.9,79.3,102.4,85.6,1793
508,phase1,KEIBAJO_SURFACE_03_芝,kishu_shisu,numeric,C,,1.604,10,1,78.4,78.4,100.7,96.1,12217
509,phase1,KEIBAJO_SURFACE_01_ダ,ninki_shisu,numeric,C,,1.602,10,1,78.9,81.2,105.2,97.2,5660
510,phase1,KEIBAJO_SURFACE_03_ダ,tenkai_kigo_code,numeric,C,,1.599,3,1,80.6,77.2,101.8,85.5,9276
511,phase1,KEIBAJO_SURFACE_02_芝,taikei_dou,numeric,C,,1.598,5,1,90.5,80.1,121.6,88.2,5526
512,phase1,KEIBAJO_SURFACE_05_芝,prev1_kyakushitsu,numeric,C,,1.598,3,0,59.1,77.2,75.2,83.5,2020
513,phase1,KEIBAJO_SURFACE_01_ダ,ten_shisu_juni,numeric,C,,1.596,10,0,75.7,79.5,95.8,93.9,5660
514,phase1,KEIBAJO_SURFACE_02_ダ,manken_shirushi,numeric,C,,1.595,7,0,63.5,74.6,84.5,87.3,2949
515,phase1,KEIBAJO_SURFACE_01_芝,pace_shisu_juni,numeric,C,,1.593,10,0,74.2,79.7,99.1,90.6,8074
516,phase1,KEIBAJO_SURFACE_04_ダ,kijun_odds_tansho,numeric,C,,1.593,10,0,74.2,76.2,86.7,83.2,11901
517,phase1,KEIBAJO_SURFACE_04_ダ,joa_odds_shisu,numeric,C,,1.593,10,0,74.2,76.2,86.7,83.2,11901
518,phase1,KEIBAJO_SURFACE_04_ダ,chokyo_yajirushi_code,numeric,C,,1.592,3,0,63.2,71.4,75.1,79.6,11901
519,phase1,KEIBAJO_SURFACE_01_ダ,dochu_sa,numeric,C,,1.588,9,1,79.7,80.9,101.8,97.9,5660
520,phase1,KEIBAJO_SURFACE_02_ダ,kijun_odds_tansho,numeric,C,,1.583,10,0,72.2,73.8,97.9,86.8,4335
521,phase1,KEIBAJO_SURFACE_02_ダ,joa_odds_shisu,numeric,C,,1.583,10,0,72.2,73.8,97.9,86.8,4335
522,phase1,KEIBAJO_SURFACE_04_芝,dochu_sa,numeric,C,,1.581,10,1,76.2,78.2,107.9,99.3,14769
523,phase1,KEIBAJO_SURFACE_03_ダ,kishu_rank,code,C,,1.581,5,1,86.6,77.3,105.4,91.9,9273
524,phase1,KEIBAJO_SURFACE_05_ダ,prev1_chakujun,numeric,C,,1.581,9,1,75.5,80.3,107.4,107.4,2610
525,phase1,KEIBAJO_SURFACE_04_ダ,hizume_code,numeric,C,,1.576,7,0,70.6,76.3,95.1,85.9,11256
526,phase1,KEIBAJO_SURFACE_01_芝,goal_sa,numeric,C,,1.576,9,0,70.2,76.8,88.2,89.5,8074
527,phase1,KEIBAJO_SURFACE_02_ダ,shirushi_code_1,numeric,C,,1.575,6,0,69.5,77.4,90.4,80.6,2872
528,phase1,KEIBAJO_SURFACE_01_芝,hizume_code,numeric,C,,1.574,7,0,66.8,81.5,80.3,94.1,7120
529,phase1,KEIBAJO_SURFACE_01_芝,idm,numeric,C,,1.565,10,1,73.8,78.5,106.2,86.2,8074
530,phase1,KEIBAJO_SURFACE_05_ダ,ninki_shisu,numeric,C,,1.564,10,1,73.3,78.0,104.7,106.9,2857
531,phase1,KEIBAJO_SURFACE_03_芝,rotation,numeric,C,,1.563,10,1,83.8,81.1,109.9,92.2,10652
532,phase1,KEIBAJO_SURFACE_03_芝,prev3_chakujun,numeric,C,,1.563,10,3,89.5,84.7,120.3,100.6,9010
533,phase1,KEIBAJO_SURFACE_03_ダ,kyusha_shisu,numeric,C,,1.562,10,3,88.6,80.0,114.8,91.1,9276
534,phase1,KEIBAJO_SURFACE_03_芝,chokyo_yajirushi_code,numeric,C,,1.56,3,0,70.4,73.8,87.0,80.0,12217
535,phase1,KEIBAJO_SURFACE_01_芝,kohan_3f_sa,numeric,C,,1.56,9,0,72.2,78.9,94.5,90.1,8074
536,phase1,KEIBAJO_SURFACE_03_芝,goal_sa,numeric,C,,1.56,10,3,83.5,79.2,103.8,90.6,12217
537,phase1,SURFACE_2_ダ,uma_tokki_1,numeric,C,,1.559,10,0,76.4,78.7,90.2,84.5,28630
538,phase1,KEIBAJO_SURFACE_02_芝,shirushi_code_3,numeric,C,,1.552,5,0,71.4,74.8,87.4,84.8,3502
539,phase1,KEIBAJO_SURFACE_02_ダ,uma_start_shisu,numeric,C,,1.551,8,0,74.4,73.7,94.8,86.4,4181
540,phase1,KEIBAJO_SURFACE_01_芝,manken_shisu,numeric,C,,1.549,10,1,73.5,78.3,101.4,89.1,8074
541,phase1,KEIBAJO_SURFACE_01_ダ,shirushi_code_3,numeric,C,,1.546,5,0,80.3,78.2,97.5,89.1,3173
542,phase1,KEIBAJO_SURFACE_02_ダ,wakuban,numeric,C,,1.546,7,0,70.8,73.5,96.8,84.1,4335
543,phase1,KEIBAJO_SURFACE_01_芝,kishu_shisu,numeric,C,,1.543,10,0,71.9,78.0,87.8,87.8,8074
544,phase1,KEIBAJO_SURFACE_03_ダ,gekiso_shisu,numeric,C,,1.541,10,2,88.8,80.3,121.0,92.7,9276
545,phase1,KEIBAJO_SURFACE_03_芝,ten_shisu_juni,numeric,C,,1.54,10,1,85.3,80.2,122.5,86.9,12217
546,phase1,KEIBAJO_SURFACE_01_芝,kijun_odds_fukusho,numeric,C,,1.535,10,0,72.8,78.5,98.8,86.2,8074
547,phase1,KEIBAJO_SURFACE_03_障,prev1_bataiju_bin,numeric,C,,1.535,5,1,76.3,79.8,101.0,90.5,1550
548,phase1,KEIBAJO_SURFACE_04_芝,agari_shisu_juni,numeric,C,,1.534,10,0,73.4,78.2,99.1,91.7,14769
549,phase1,KEIBAJO_SURFACE_02_ダ,tenkai_kigo_code,numeric,C,,1.532,4,0,75.0,72.7,100.0,86.7,4335
550,phase1,KEIBAJO_SURFACE_04_芝,chokyo_shisu,numeric,C,,1.527,10,1,75.6,77.8,112.4,90.0,14720
551,phase1,SURFACE_2_ダ,nyukyu_nannichimae,numeric,C,,1.527,10,1,82.6,77.0,112.2,95.3,16802
552,phase1,KEIBAJO_SURFACE_02_芝,chokyo_shisu,numeric,C,,1.522,10,2,82.8,78.3,105.1,101.4,6449
553,phase1,KEIBAJO_SURFACE_05_ダ,ls_shisu_juni,numeric,C,,1.522,7,0,69.5,77.9,88.9,84.4,2857
554,phase1,KEIBAJO_SURFACE_05_芝,bac_tosu,numeric,C,,1.522,7,0,65.7,74.9,89.9,87.2,2355
555,phase1,KEIBAJO_SURFACE_04_芝,uma_tokki_3,numeric,C,,1.521,8,0,75.0,75.8,91.9,86.6,6836
556,phase1,KEIBAJO_SURFACE_03_ダ,bac_shubetsu,numeric,C,,1.518,3,1,93.0,81.7,112.3,87.3,9276
557,phase1,KEIBAJO_SURFACE_05_ダ,barei,numeric,C,,1.517,4,0,79.6,74.4,97.5,83.9,2857
558,phase1,KEIBAJO_SURFACE_01_芝,bac_tosu,numeric,C,,1.517,6,1,75.8,78.6,108.1,86.5,8074
559,phase1,KEIBAJO_SURFACE_05_ダ,pace_yoso,code,C,,1.514,3,0,62.4,78.8,75.1,80.1,2857
560,phase1,KEIBAJO_SURFACE_05_芝,uma_start_shisu,numeric,C,,1.513,7,0,55.3,77.1,81.0,85.3,2016
561,phase1,KEIBAJO_SURFACE_04_ダ,idm,numeric,C,,1.512,10,1,74.7,76.4,112.6,81.8,11901
562,phase1,KEIBAJO_SURFACE_03_ダ,uma_deokure_ritsu,numeric,C,,1.511,7,2,90.8,82.2,118.0,92.5,8767
563,phase1,KEIBAJO_SURFACE_04_ダ,gekiso_juni,numeric,C,,1.51,10,0,75.0,75.8,98.2,88.1,11901
564,phase1,GLOBAL,chokyo_yajirushi_code,numeric,C,,1.509,3,0,68.8,76.4,80.0,81.4,81716
565,phase1,KEIBAJO_SURFACE_04_ダ,ten_shisu,numeric,C,,1.508,10,1,74.3,76.2,103.6,91.0,11901
566,phase1,KEIBAJO_SURFACE_03_ダ,yoso_juni,numeric,C,,1.507,10,2,88.6,80.0,112.7,85.5,9276
567,phase1,KEIBAJO_SURFACE_05_芝,prev1_corner4_bin,code,C,,1.507,4,0,61.7,76.5,76.8,83.1,2020
568,phase1,KEIBAJO_SURFACE_02_ダ,class_code,numeric,C,,1.506,6,1,74.2,75.6,103.1,84.2,4191
569,phase1,KEIBAJO_SURFACE_02_ダ,kishu_kitai_rentai_ritsu,numeric,C,,1.503,10,0,70.6,73.8,93.3,87.2,4335
570,phase1,KEIBAJO_SURFACE_05_芝,moshoku_code,numeric,C,,1.503,4,0,64.0,74.0,78.6,95.3,2355
571,phase1,KEIBAJO_SURFACE_04_障,prev1_kyakushitsu,numeric,C,,1.503,3,1,94.5,85.3,115.2,103.1,2167
572,phase1,KEIBAJO_SURFACE_03_芝,manken_shirushi,numeric,C,,1.501,7,2,86.4,79.9,114.9,94.9,7389
573,phase1,KEIBAJO_SURFACE_01_ダ,moshoku_code,numeric,C,,1.501,4,1,82.9,77.3,108.2,84.9,5660
574,phase1,KEIBAJO_SURFACE_01_芝,bataiju_change_bin,numeric,C,,1.501,4,0,62.5,80.6,82.5,91.7,7284
575,phase1,KEIBAJO_SURFACE_04_芝,gekiso_type,code,C,,1.5,6,1,76.8,76.3,102.9,87.3,5517
576,phase1,KEIBAJO_SURFACE_02_ダ,futan_juryo,numeric,C,,1.497,7,0,72.4,72.4,97.8,79.9,4335
577,phase1,KEIBAJO_SURFACE_02_芝,kyori_tekisei,numeric,C,,1.495,3,1,85.8,79.4,106.9,81.9,6390
578,phase1,KEIBAJO_SURFACE_04_芝,kyusha_shisu,numeric,C,,1.493,10,0,76.1,77.5,95.3,86.4,14769
579,phase1,KEIBAJO_SURFACE_04_芝,ichi_shisu,numeric,C,,1.49,9,0,74.5,77.1,97.4,81.7,14769
580,phase1,KEIBAJO_SURFACE_02_芝,kohan_3f_juni,numeric,C,,1.488,10,3,83.5,79.8,103.8,97.3,6449
581,phase1,KEIBAJO_SURFACE_04_障,wakuban,numeric,C,,1.488,7,3,92.6,83.3,106.8,91.1,2167
582,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_4,numeric,C,,1.487,5,0,77.9,78.7,98.5,87.2,4699
583,phase1,KEIBAJO_SURFACE_01_ダ,sogo_shisu,numeric,C,,1.486,10,2,79.4,81.2,105.5,93.2,5660
584,phase1,KEIBAJO_SURFACE_05_ダ,bac_jouken,code,C,,1.483,6,1,74.1,76.8,100.6,82.7,2857
585,phase1,KEIBAJO_SURFACE_04_ダ,prev1_corner4,numeric,C,,1.481,10,1,74.0,77.1,106.1,86.6,11319
586,phase1,KEIBAJO_SURFACE_03_ダ,kishu_kitai_rentai_ritsu,numeric,C,,1.472,10,1,87.6,80.4,127.2,88.6,9276
587,phase1,KEIBAJO_SURFACE_01_芝,sogo_shisu,numeric,C,,1.471,10,0,73.3,78.5,97.6,89.5,8074
588,phase1,KEIBAJO_SURFACE_01_ダ,uma_start_shisu,numeric,C,,1.469,8,1,81.6,80.2,105.3,91.5,5469
589,phase1,KEIBAJO_SURFACE_01_芝,prev1_bataiju_bin,numeric,C,,1.467,6,0,69.0,75.7,83.1,86.7,7284
590,phase1,KEIBAJO_SURFACE_02_芝,hobokusaki_rank,code,C,,1.465,5,1,83.3,81.7,108.7,90.1,5883
591,phase1,KEIBAJO_SURFACE_02_芝,joken_class_code,numeric,C,,1.464,4,2,96.2,78.0,117.6,87.1,6449
592,phase1,KEIBAJO_SURFACE_01_芝,shirushi_code_3,numeric,C,,1.464,5,0,73.8,78.6,91.3,86.3,4490
593,phase1,KEIBAJO_SURFACE_01_芝,pace_shisu,numeric,C,,1.455,10,1,73.2,78.6,101.4,88.8,8074
594,phase1,KEIBAJO_SURFACE_04_ダ,yoso_juni,numeric,C,,1.455,10,0,73.6,75.4,98.3,88.5,11901
595,phase1,KEIBAJO_SURFACE_04_芝,goal_sa,numeric,C,,1.454,10,0,75.0,76.5,93.4,84.1,14769
596,phase1,KEIBAJO_SURFACE_04_芝,taikei_tomo,numeric,C,,1.453,9,0,71.2,76.1,87.3,88.6,12411
597,phase1,KEIBAJO_SURFACE_03_芝,chokyoshi_rank,code,C,,1.452,5,1,85.2,79.7,102.5,84.4,12210
598,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_3,numeric,C,,1.449,5,0,72.5,80.1,91.8,99.9,1303
599,phase1,KEIBAJO_SURFACE_02_ダ,tenko_code,numeric,C,,1.449,3,1,87.1,70.3,105.5,74.3,4335
600,phase1,KEIBAJO_SURFACE_02_芝,goal_sa,numeric,C,,1.448,9,1,82.6,77.5,109.9,93.3,6449
601,phase1,KEIBAJO_SURFACE_04_ダ,uma_tokki_1,numeric,C,,1.446,10,1,74.6,77.5,101.3,89.0,9971
602,phase1,KEIBAJO_SURFACE_05_芝,class_code,numeric,C,,1.445,7,0,58.7,77.1,82.5,82.5,2020
603,phase1,KEIBAJO_SURFACE_04_ダ,dochu_juni,numeric,C,,1.443,10,1,74.2,75.5,103.0,84.7,11901
604,phase1,SURFACE_2_ダ,pace_shisu,numeric,C,,1.441,10,1,79.2,78.1,102.2,84.7,34029
605,phase1,KEIBAJO_SURFACE_01_芝,goal_juni,numeric,C,,1.44,10,0,70.7,77.2,88.7,90.0,8074
606,phase1,KEIBAJO_SURFACE_03_芝,taikei_dou,numeric,C,,1.436,6,0,76.5,77.5,99.7,83.7,10413
607,phase1,KEIBAJO_SURFACE_05_ダ,taikei_tomo,numeric,C,,1.436,7,0,78.3,79.4,93.6,96.7,2585
