adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
176,5297,phase1,KEIBAJO_SURFACE_02_芝,shirushi_code_2,numeric,C,0.574,6,6,4,0.6667,採用,82.9,76.9,90.8,85.0,4408
177,1592,phase1,KEIBAJO_SURFACE_04_障,yoso_juni,numeric,A,3.139,14,12,8,0.6667,採用,82.6,83.8,143.3,150.7,2625
178,4030,phase1,KEIBAJO_SURFACE_03_芝,pace_shisu,numeric,C,1.188,181,6,4,0.6667,採用,82.6,87.3,197.3,427.8,14090
179,2995,phase1,KEIBAJO_SURFACE_03_ダ,gekiso_type,code,C,1.929,6,6,4,0.6667,採用,82.3,82.8,90.9,116.8,4085
180,4028,phase1,KEIBAJO_SURFACE_07_ダ,shirushi_code_3,numeric,C,1.189,6,6,4,0.6667,採用,82.3,81.1,89.4,102.8,11267
181,4460,phase1,KEIBAJO_SURFACE_03_芝,futan_juryo,numeric,C,0.958,9,9,6,0.6667,採用,82.1,90.9,90.4,137.7,14090
182,4980,phase1,KEIBAJO_SURFACE_01_ダ,babajotai_heavy,code,C,0.716,3,3,2,0.6667,採用,81.8,79.7,83.8,88.1,6936
183,2962,phase1,KEIBAJO_SURFACE_06_障,taikei_dou,numeric,C,1.956,7,3,2,0.6667,採用,81.7,75.8,107.4,131.2,1468
184,3180,phase1,KEIBAJO_SURFACE_05_ダ,gekiso_type,code,C,1.779,6,6,4,0.6667,採用,81.7,80.5,88.2,110.6,10391
185,4869,phase1,KEIBAJO_SURFACE_07_ダ,pace_yoso,code,C,0.77,3,3,2,0.6667,採用,81.7,76.3,83.7,83.7,21346
186,5100,phase1,KEIBAJO_SURFACE_08_ダ,shirushi_code_2,numeric,C,0.662,6,6,4,0.6667,採用,81.7,76.1,87.4,84.1,11402
187,5844,phase1,KEIBAJO_SURFACE_06_ダ,pace_yoso,code,C,0.204,3,3,2,0.6667,採用,81.7,78.1,87.3,80.5,30839
188,3535,phase1,KEIBAJO_SURFACE_03_ダ,class_code,numeric,C,1.52,13,9,6,0.6667,採用,81.6,102.7,117.3,338.5,10305
189,4067,phase1,KEIBAJO_SURFACE_02_ダ,shirushi_code_3,numeric,C,1.167,6,6,4,0.6667,採用,81.6,74.0,88.2,92.7,3168
190,3374,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_2,numeric,C,1.638,6,6,4,0.6667,採用,81.5,84.0,88.9,103.5,5443
191,4493,phase1,KEIBAJO_SURFACE_01_ダ,shirushi_code_6,numeric,C,0.943,6,6,4,0.6667,採用,81.5,83.2,87.6,96.0,3867
192,1914,phase2,SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_5,combo,B,2.86,22,18,12,0.6667,採用,81.4,81.3,121.2,175.1,92944
193,3735,phase1,KEIBAJO_SURFACE_03_芝,shirushi_code_2,numeric,C,1.378,6,6,4,0.6667,採用,81.4,82.7,86.0,98.3,6986
194,800,phase2,GLOBAL,kyusha_hyoka_code+shirushi_code_2,combo,A,4.108,24,21,14,0.6667,採用,81.3,88.0,105.6,254.1,192442
195,3763,phase1,KEIBAJO_SURFACE_01_芝,shirushi_code_5,numeric,C,1.358,6,6,4,0.6667,採用,81.2,77.5,88.3,96.5,5437
196,4875,phase1,KEIBAJO_SURFACE_08_芝,shirushi_code_2,numeric,C,0.769,6,6,4,0.6667,採用,81.1,80.2,89.3,93.3,10125
197,2183,phase1,KEIBAJO_SURFACE_09_障,taikei_dou,numeric,B,2.608,5,3,2,0.6667,採用,81.0,66.0,104.5,108.3,1271
198,5585,phase1,KEIBAJO_SURFACE_07_ダ,shirushi_code_2,numeric,C,0.397,6,6,4,0.6667,採用,81.0,76.3,87.9,87.1,11134
199,5048,phase2,SURFACE_2_ダ,prev1_corner4_bin+shirushi_code_2,combo,C,0.689,24,24,16,0.6667,採用,80.9,78.3,87.4,94.9,87384
200,5160,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_4,numeric,C,0.636,6,6,4,0.6667,採用,80.8,77.8,86.4,85.6,14235
201,5590,phase1,KEIBAJO_SURFACE_06_芝,shirushi_code_5,numeric,C,0.393,6,6,4,0.6667,採用,80.8,77.9,82.8,82.4,12345
202,4540,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_5,numeric,C,0.92,6,6,4,0.6667,採用,80.7,75.2,87.1,83.6,14077
203,5341,phase1,KEIBAJO_SURFACE_01_ダ,omo_tekisei_code,numeric,C,0.549,4,3,2,0.6667,採用,80.7,90.7,87.9,124.2,6711
204,5588,phase1,KEIBAJO_SURFACE_06_芝,shirushi_code_2,numeric,C,0.395,6,6,4,0.6667,採用,80.7,83.4,87.2,90.5,12210
205,4273,phase1,KEIBAJO_SURFACE_05_ダ,shirushi_code_2,numeric,C,1.055,6,6,4,0.6667,採用,80.6,78.1,86.2,92.9,14490
206,4578,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_6,numeric,C,0.9,6,6,4,0.6667,採用,80.6,82.9,84.9,100.8,5480
207,1082,phase1,KEIBAJO_SURFACE_04_障,kijun_odds_fukusho,numeric,A,3.733,34,3,2,0.6667,採用,80.5,100.7,188.7,250.4,2625
208,4161,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_4,numeric,C,1.115,6,6,4,0.6667,採用,80.5,84.3,92.4,93.3,1091
209,5183,phase1,KEIBAJO_SURFACE_03_芝,shirushi_code_6,numeric,C,0.626,6,6,4,0.6667,採用,80.5,78.9,86.0,88.6,7052
210,5696,phase1,SURFACE_2_ダ,gekiso_type,code,C,0.312,6,6,4,0.6667,採用,80.4,76.4,86.9,81.6,68848
211,5718,phase1,SURFACE_2_ダ,shirushi_code_2,numeric,C,0.3,6,6,4,0.6667,採用,80.4,77.5,83.3,81.1,93283
212,4935,phase1,KEIBAJO_SURFACE_07_ダ,shirushi_code_5,numeric,C,0.737,6,6,4,0.6667,採用,80.3,78.0,85.1,86.8,11160
213,5361,phase1,KEIBAJO_SURFACE_08_ダ,pace_yoso,code,C,0.536,3,3,2,0.6667,採用,80.3,76.1,81.9,82.4,21508
214,5342,phase1,KEIBAJO_SURFACE_08_ダ,shirushi_code_3,numeric,C,0.549,6,6,4,0.6667,採用,80.2,75.1,84.3,82.6,11609
215,4284,phase1,KEIBAJO_SURFACE_09_ダ,kyori_tekisei_2,numeric,C,1.049,4,3,2,0.6667,採用,80.1,70.9,87.7,100.9,3525
216,3705,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_4,combo,C,1.396,23,21,14,0.6667,採用,79.9,76.8,96.2,97.3,195681
217,5170,phase1,KEIBAJO_SURFACE_08_ダ,shirushi_code_4,numeric,C,0.631,6,6,4,0.6667,採用,79.9,80.5,83.2,92.9,11651
218,4355,phase1,KEIBAJO_SURFACE_03_芝,moshoku_code,numeric,C,1.011,6,6,4,0.6667,採用,79.5,83.2,85.2,97.1,14090
219,5690,phase1,SURFACE_2_ダ,pace_yoso,code,C,0.318,3,3,2,0.6667,採用,79.5,76.6,80.5,79.3,177971
220,5861,phase1,KEIBAJO_SURFACE_06_芝,pace_yoso,code,C,0.184,3,3,2,0.6667,採用,79.3,79.3,81.5,81.9,22719
221,3387,phase1,KEIBAJO_SURFACE_01_芝,ten_shisu,numeric,C,1.625,132,6,4,0.6667,採用,79.2,70.4,227.9,459.7,9819
222,2970,phase1,KEIBAJO_SURFACE_06_障,joken_class_code,numeric,C,1.948,5,3,2,0.6667,採用,79.0,59.0,104.4,87.2,1478
223,4322,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_3,numeric,C,1.029,6,6,4,0.6667,採用,78.8,86.7,91.5,117.5,1090
224,4368,phase1,KEIBAJO_SURFACE_09_芝,sogo_shisu,numeric,C,1.003,350,3,2,0.6667,採用,78.8,77.9,207.9,441.7,21956
225,5572,phase1,KEIBAJO_SURFACE_09_芝,pace_shisu,numeric,C,0.407,270,6,4,0.6667,採用,78.8,76.8,163.8,484.0,21956
226,920,phase1,KEIBAJO_SURFACE_05_障,prev1_bataiju_bin,numeric,A,3.946,5,3,2,0.6667,採用,78.7,74.4,92.7,128.0,852
227,4293,phase1,KEIBAJO_SURFACE_08_芝,pace_shisu,numeric,C,1.045,242,6,4,0.6667,採用,78.6,74.0,170.8,365.7,17759
228,5894,phase1,KEIBAJO_SURFACE_07_芝,shirushi_code_5,numeric,C,0.137,6,6,4,0.6667,採用,78.5,75.1,83.9,77.3,9179
229,2590,phase1,KEIBAJO_SURFACE_04_障,barei,numeric,B,2.234,7,6,4,0.6667,採用,78.4,85.2,108.2,117.5,2625
230,4263,phase1,KEIBAJO_SURFACE_01_ダ,uma_start_shisu,numeric,C,1.063,22,15,10,0.6667,採用,78.0,70.1,117.3,136.1,6708
231,5106,phase1,KEIBAJO_SURFACE_07_芝,shirushi_code_3,numeric,C,0.658,6,6,4,0.6667,採用,77.9,75.1,83.0,87.2,9239
232,3084,phase1,KEIBAJO_SURFACE_06_障,kishu_rank,code,C,1.865,5,3,2,0.6667,採用,77.8,63.4,90.1,88.0,1478
233,3797,phase1,KEIBAJO_SURFACE_03_ダ,hizume_code,numeric,C,1.337,18,12,8,0.6667,採用,77.8,81.4,107.2,155.6,10247
234,1809,phase1,KEIBAJO_SURFACE_05_障,kishu_rank,code,B,2.955,5,3,2,0.6667,採用,77.7,95.9,85.1,142.8,852
235,3997,phase1,KEIBAJO_SURFACE_09_芝,kyori_tekisei_2,numeric,C,1.214,4,3,2,0.6667,採用,77.7,69.0,82.6,97.5,4587
236,5537,phase1,KEIBAJO_SURFACE_02_芝,pace_yoso,code,C,0.43,3,3,2,0.6667,採用,77.5,81.1,82.1,86.8,8160
237,294,phase1,KEIBAJO_SURFACE_09_障,kishu_rank,code,S,5.057,4,3,2,0.6667,採用,77.4,60.6,97.9,135.8,1277
238,869,phase1,KEIBAJO_SURFACE_10_ダ,chokyo_yajirushi_code,numeric,A,4.022,4,3,2,0.6667,採用,77.2,61.4,82.0,95.5,10096
239,1097,phase1,KEIBAJO_SURFACE_01_ダ,sanchimei,code,A,3.723,13,9,6,0.6667,採用,77.1,80.2,94.9,192.0,6936
240,4184,phase1,KEIBAJO_SURFACE_07_芝,pace_shisu,numeric,C,1.099,221,6,4,0.6667,採用,76.3,78.6,201.8,628.5,17129
241,3636,phase1,KEIBAJO_SURFACE_01_ダ,uma_tokki_1,numeric,C,1.436,40,12,8,0.6667,採用,75.8,85.4,124.4,329.3,5870
242,1366,phase1,KEIBAJO_SURFACE_03_障,idm,numeric,A,3.392,17,3,2,0.6667,採用,75.7,83.2,114.2,196.0,1916
243,1976,phase1,KEIBAJO_SURFACE_04_ダ,kyori_tekisei_2,numeric,B,2.791,3,3,2,0.6667,採用,74.6,65.5,87.3,95.3,1813
244,2825,phase1,KEIBAJO_SURFACE_03_障,kyi_kyusha_rank,numeric,B,2.062,7,6,4,0.6667,採用,73.6,76.7,86.3,115.2,1916
245,3550,phase1,KEIBAJO_SURFACE_08_芝,kishu_minarai_code,numeric,C,1.508,5,3,2,0.6667,採用,73.1,85.7,94.7,114.4,1357
246,2556,phase1,KEIBAJO_SURFACE_04_障,bataiju_change_bin,numeric,B,2.265,4,3,2,0.6667,採用,73.0,75.1,94.7,97.7,2625
247,2616,phase1,KEIBAJO_SURFACE_01_ダ,kishu_minarai_code,numeric,B,2.216,4,3,2,0.6667,採用,69.7,64.3,99.5,86.4,1685
248,1457,phase1,KEIBAJO_SURFACE_05_障,taikei_dou,numeric,A,3.283,5,3,2,0.6667,採用,68.8,82.9,89.9,146.4,847
249,1857,phase1,KEIBAJO_SURFACE_07_障,bataiju_change_bin,numeric,B,2.912,5,3,2,0.6667,採用,66.4,52.9,100.8,84.8,1519
250,2416,phase2,SURFACE_2_ダ,kyusha_hyoka_code+manken_shirushi,combo,B,2.384,32,32,21,0.6562,採用,80.3,77.4,98.0,133.8,111609
251,3170,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_2,combo,C,1.785,24,23,15,0.6522,採用,82.9,78.8,124.9,142.9,192442
252,3254,phase1,KEIBAJO_SURFACE_01_ダ,kohan_3f_sa,numeric,C,1.719,20,17,11,0.6471,採用,85.4,81.1,172.8,157.8,6936
253,3065,phase2,SURFACE_2_芝,bataiju_change_bin+chokyo_yajirushi_code,combo,C,1.876,21,17,11,0.6471,採用,81.6,76.5,106.7,110.7,148513
254,4599,phase1,KEIBAJO_SURFACE_10_芝,uma_deokure_ritsu,numeric,C,0.891,46,28,18,0.6429,採用,85.5,83.7,170.0,241.8,15121
255,4268,phase1,KEIBAJO_SURFACE_01_ダ,umaban_clean,numeric,C,1.06,14,14,9,0.6429,採用,82.7,79.0,96.7,109.5,6936
256,3854,phase1,KEIBAJO_SURFACE_06_芝,ten_shisu,numeric,C,1.303,267,14,9,0.6429,採用,80.4,80.7,222.9,498.8,22719
257,2812,phase2,SURFACE_2_ダ,kyori+shirushi_code_2,combo,B,2.073,72,72,46,0.6389,採用,81.8,78.6,108.8,168.3,93283
258,5668,phase1,GLOBAL,ls_shisu_juni,numeric,C,0.337,11,11,7,0.6364,採用,85.9,78.8,132.5,99.1,348933
259,1512,phase1,KEIBAJO_SURFACE_01_ダ,nyukyu_nannichimae,numeric,A,3.228,20,11,7,0.6364,採用,83.8,105.5,147.2,194.7,2629
260,2679,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+shirushi_code_2,combo,B,2.17,24,22,14,0.6364,採用,82.9,79.0,125.0,148.7,93283
261,3950,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_5,combo,C,1.253,24,22,14,0.6364,採用,80.2,76.6,93.7,99.4,193685
262,3419,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_3,combo,C,1.599,23,22,14,0.6364,採用,80.1,81.4,120.0,144.1,194934
263,999,phase1,KEIBAJO_SURFACE_04_障,kijun_ninkijun_tansho,numeric,A,3.84,14,11,7,0.6364,採用,78.0,75.6,142.5,169.6,2625
264,1000,phase1,KEIBAJO_SURFACE_04_障,kijun_ninkijun_fukusho,numeric,A,3.84,14,11,7,0.6364,採用,78.0,75.6,144.5,169.6,2625
265,2868,phase2,GLOBAL,bataiju_change_bin+shirushi_code_2,combo,B,2.037,31,30,19,0.6333,採用,80.6,75.7,100.3,146.0,174593
266,3951,phase2,SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_6,combo,C,1.251,21,19,12,0.6316,採用,85.9,80.6,197.4,107.2,93641
267,2853,phase2,SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_2,combo,B,2.046,23,19,12,0.6316,採用,83.2,79.3,131.9,148.1,92369
268,5018,phase1,KEIBAJO_SURFACE_05_芝,joho_shisu,numeric,C,0.699,52,46,29,0.6304,採用,81.5,77.1,98.0,112.5,24227
269,4315,phase2,GLOBAL,bac_tosu+shirushi_code_2,combo,C,1.036,79,75,47,0.6267,採用,80.5,76.8,95.6,99.0,192442
270,2755,phase1,KEIBAJO_SURFACE_01_ダ,ls_shisu_juni,numeric,B,2.119,10,8,5,0.625,採用,88.0,79.2,127.9,137.6,6936
271,2136,phase1,KEIBAJO_SURFACE_09_障,kijun_ninkijun_tansho,numeric,B,2.65,11,8,5,0.625,採用,86.6,77.0,143.3,180.9,1277
272,2045,phase1,KEIBAJO_SURFACE_09_障,kijun_ninkijun_fukusho,numeric,B,2.728,11,8,5,0.625,採用,86.5,77.0,143.5,180.9,1277
273,3844,phase1,KEIBAJO_SURFACE_04_障,wakuban,numeric,C,1.31,8,8,5,0.625,採用,83.5,90.5,102.2,105.7,2625
274,3245,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_2,combo,C,1.723,30,24,15,0.625,採用,83.3,80.7,109.9,143.5,80452
275,5620,phase1,KEIBAJO_SURFACE_10_芝,ls_shisu_juni,numeric,C,0.372,9,8,5,0.625,採用,83.0,89.2,104.0,116.2,16948
276,3138,phase1,KEIBAJO_SURFACE_03_ダ,prev2_chakujun,numeric,C,1.809,16,16,10,0.625,採用,82.7,90.1,125.5,147.8,9698
277,3128,phase1,KEIBAJO_SURFACE_02_芝,prev2_chakujun,numeric,C,1.822,16,16,10,0.625,採用,82.2,79.2,117.8,132.8,6692
278,3305,phase1,KEIBAJO_SURFACE_09_芝,prev1_bataiju_bin,numeric,C,1.681,9,8,5,0.625,採用,82.2,106.1,100.6,220.2,18894
279,3817,phase1,KEIBAJO_SURFACE_08_ダ,manken_shirushi,numeric,C,1.326,8,8,5,0.625,採用,81.2,76.1,86.8,94.6,13381
280,4951,phase1,KEIBAJO_SURFACE_09_ダ,manken_shirushi,numeric,C,0.728,8,8,5,0.625,採用,80.7,76.1,87.4,87.6,17826
281,3278,phase1,KEIBAJO_SURFACE_03_ダ,prev3_chakujun,numeric,C,1.699,16,16,10,0.625,採用,80.4,85.4,95.8,124.4,9022
282,5149,phase2,SURFACE_2_ダ,shirushi_code_2+tenko_code,combo,C,0.644,24,24,15,0.625,採用,80.1,76.9,86.1,88.5,93283
283,5740,phase1,SURFACE_2_ダ,manken_shirushi,numeric,C,0.282,8,8,5,0.625,採用,80.0,78.3,82.4,81.8,111609
284,4503,phase1,KEIBAJO_SURFACE_07_ダ,yoso_juni,numeric,C,0.937,16,16,10,0.625,採用,79.5,80.9,87.9,117.3,21346
285,3592,phase1,KEIBAJO_SURFACE_02_芝,wakuban,numeric,C,1.471,8,8,5,0.625,採用,79.4,82.1,85.1,108.1,8160
286,4609,phase1,KEIBAJO_SURFACE_08_ダ,wakuban,numeric,C,0.887,8,8,5,0.625,採用,79.4,79.6,83.4,96.4,21508
287,4794,phase1,KEIBAJO_SURFACE_08_芝,wakuban,numeric,C,0.8,8,8,5,0.625,採用,79.3,78.4,88.7,91.2,17759
288,3497,phase1,KEIBAJO_SURFACE_02_芝,ten_shisu_juni,numeric,C,1.541,16,16,10,0.625,採用,79.2,84.6,117.7,171.4,8160
289,2943,phase2,SURFACE_2_ダ,kishu_minarai_code+shirushi_code_2,combo,C,1.97,30,24,15,0.625,採用,78.6,78.4,93.8,124.5,16188
290,4346,phase1,KEIBAJO_SURFACE_10_芝,prev1_bataiju_bin,numeric,C,1.016,9,8,5,0.625,採用,78.6,79.5,85.2,120.6,15136
291,4081,phase1,KEIBAJO_SURFACE_09_ダ,wakuban,numeric,C,1.159,8,8,5,0.625,採用,78.5,75.8,88.2,100.0,27915
292,4859,phase1,KEIBAJO_SURFACE_09_芝,agari_shisu,numeric,C,0.773,252,16,10,0.625,採用,78.5,79.9,185.1,347.6,21956
293,4272,phase1,KEIBAJO_SURFACE_03_ダ,shutoku_shokin_ruikei,numeric,C,1.058,14,8,5,0.625,採用,78.4,74.8,101.8,148.2,10869
294,4665,phase1,KEIBAJO_SURFACE_02_芝,shutoku_shokin_ruikei,numeric,C,0.859,14,8,5,0.625,採用,78.4,84.5,113.1,323.4,8160
295,3225,phase1,KEIBAJO_SURFACE_02_芝,dochu_juni,numeric,C,1.737,16,16,10,0.625,採用,78.1,82.3,104.2,174.4,8160
296,4237,phase1,KEIBAJO_SURFACE_10_ダ,prev1_bataiju_bin,numeric,C,1.08,8,8,5,0.625,採用,77.7,75.0,95.4,105.1,9875
297,5405,phase1,KEIBAJO_SURFACE_07_芝,joa_ls_shisu,numeric,C,0.506,34,16,10,0.625,採用,77.2,70.5,124.5,184.8,17129
298,4199,phase1,KEIBAJO_SURFACE_03_芝,chokyo_shisu,numeric,C,1.094,146,16,10,0.625,採用,76.6,82.2,152.1,460.2,14044
299,3433,phase1,KEIBAJO_SURFACE_03_ダ,futan_juryo,numeric,C,1.589,10,8,5,0.625,採用,76.2,85.9,93.4,130.3,10869
300,4919,phase1,KEIBAJO_SURFACE_06_芝,futan_juryo,numeric,C,0.744,10,8,5,0.625,採用,71.5,71.4,88.5,106.5,22719
301,2379,phase2,SURFACE_2_芝,chokyo_yajirushi_code+joho_shisu,combo,B,2.416,154,125,78,0.624,採用,82.1,81.2,141.8,221.9,170977
302,2790,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_5,combo,B,2.094,30,29,18,0.6207,採用,80.7,82.6,91.7,171.9,80715
303,4463,phase1,KEIBAJO_SURFACE_09_ダ,nyukyu_nannichimae,numeric,C,0.957,42,29,18,0.6207,採用,77.5,78.9,136.2,188.1,12995
304,774,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_6,combo,A,4.137,24,21,13,0.619,採用,82.8,86.6,134.8,253.9,195216
305,3611,phase1,KEIBAJO_SURFACE_06_芝,hizume_code,numeric,C,1.453,18,13,8,0.6154,採用,84.9,79.6,130.1,157.0,19585
306,2720,phase1,KEIBAJO_SURFACE_04_障,umaban_clean,numeric,B,2.145,14,13,8,0.6154,採用,83.1,89.2,118.0,130.1,2625
307,3575,phase2,GLOBAL,chokyo_yajirushi_code+kyusha_hyoka_code,combo,C,1.484,13,13,8,0.6154,採用,76.6,73.0,90.4,88.1,360874
308,2348,phase2,SURFACE_2_芝,chokyo_yajirushi_code+kyusha_hyoka_code,combo,B,2.439,13,13,8,0.6154,採用,76.0,69.0,92.1,87.7,170977
309,4299,phase1,KEIBAJO_SURFACE_10_芝,goal_sa,numeric,C,1.043,32,26,16,0.6154,採用,75.8,75.2,105.1,229.0,16948
310,5615,phase1,KEIBAJO_SURFACE_07_芝,kijun_odds_tansho,numeric,C,0.375,216,26,16,0.6154,採用,75.6,76.5,165.7,357.8,17129
311,5617,phase1,KEIBAJO_SURFACE_07_芝,joa_odds_shisu,numeric,C,0.375,216,26,16,0.6154,採用,75.6,76.5,165.7,357.8,17129
312,4482,phase1,KEIBAJO_SURFACE_06_ダ,kishu_shisu,numeric,C,0.945,37,31,19,0.6129,採用,81.4,74.4,95.5,99.6,30839
313,2513,phase2,SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_2,combo,B,2.301,22,18,11,0.6111,採用,84.3,85.5,144.3,155.8,92369
314,3464,phase2,SURFACE_2_ダ,bac_tosu+shirushi_code_2,combo,C,1.567,59,54,33,0.6111,採用,81.4,76.2,110.5,117.0,93283
315,4485,phase1,KEIBAJO_SURFACE_10_芝,prev1_corner4,numeric,C,0.945,19,18,11,0.6111,採用,81.4,79.1,99.8,173.6,15138
316,3327,phase2,SURFACE_2_ダ,bac_tosu+shirushi_code_6,combo,C,1.665,59,54,33,0.6111,採用,80.4,77.2,97.6,133.3,94677
317,3026,phase2,GLOBAL,chokyo_yajirushi_code+kishu_shisu,combo,C,1.912,125,115,70,0.6087,採用,81.8,79.1,133.7,202.1,360874
318,3077,phase1,KEIBAJO_SURFACE_02_ダ,kijun_odds_fukusho,numeric,C,1.868,47,23,14,0.6087,採用,71.8,72.1,156.1,277.4,5502
319,2409,phase2,GLOBAL,joho_shisu+kyusha_hyoka_code,combo,B,2.39,163,125,76,0.608,採用,81.5,79.7,136.0,291.8,360874
320,4192,phase1,KEIBAJO_SURFACE_05_芝,kishu_shisu,numeric,C,1.097,36,33,20,0.6061,採用,81.5,77.7,95.3,100.8,24227
321,2097,phase2,GLOBAL,rotation+shirushi_code_2,combo,B,2.679,179,124,75,0.6048,採用,79.8,76.7,128.4,193.8,174713
322,4448,phase2,SURFACE_2_ダ,manken_shirushi+shirushi_code_6,combo,C,0.963,48,48,29,0.6042,採用,80.1,77.9,89.3,102.8,66346
323,1481,phase2,SURFACE_2_ダ,rotation+shirushi_code_2,combo,A,3.263,142,98,59,0.602,採用,79.9,80.1,141.2,284.0,87387
324,1846,phase1,KEIBAJO_SURFACE_09_障,prev1_bataiju_bin,numeric,B,2.924,7,5,3,0.6,採用,112.3,74.6,243.0,132.9,1277
325,1515,phase1,KEIBAJO_SURFACE_09_障,manken_shirushi,numeric,A,3.227,8,5,3,0.6,採用,95.3,73.0,122.5,117.1,806
326,4579,phase1,KEIBAJO_SURFACE_01_ダ,taikei_dou,numeric,C,0.9,15,10,6,0.6,採用,94.4,103.3,156.2,310.8,6630
327,1663,phase1,KEIBAJO_SURFACE_09_障,hizume_code,numeric,A,3.077,9,5,3,0.6,採用,94.2,77.9,191.9,174.4,1275
328,1197,phase1,KEIBAJO_SURFACE_07_障,barei,numeric,A,3.594,7,5,3,0.6,採用,92.7,70.8,125.3,129.8,1520
329,4902,phase1,SURFACE_2_芝,ls_shisu_juni,numeric,C,0.755,11,10,6,0.6,採用,92.6,85.7,192.1,126.7,170962
330,4567,phase1,KEIBAJO_SURFACE_01_芝,kakutoku_shokin_ruikei,numeric,C,0.904,19,5,3,0.6,採用,89.1,80.1,161.0,195.5,9819
331,3941,phase1,KEIBAJO_SURFACE_07_障,yy_int,numeric,C,1.257,10,5,3,0.6,採用,87.3,72.7,120.5,100.9,1520
332,1139,phase1,KEIBAJO_SURFACE_03_障,moshoku_code,numeric,A,3.659,5,5,3,0.6,採用,85.9,86.4,116.3,159.7,1916
333,5632,phase1,KEIBAJO_SURFACE_01_ダ,joken_class_code,numeric,C,0.366,5,5,3,0.6,採用,84.0,80.7,98.3,86.9,6936
334,4595,phase1,KEIBAJO_SURFACE_01_ダ,tenkai_kigo_code,numeric,C,0.893,5,5,3,0.6,採用,83.3,83.0,96.3,94.2,6936
335,2696,phase1,KEIBAJO_SURFACE_01_ダ,kishu_rank,code,B,2.16,5,5,3,0.6,採用,83.0,71.2,93.1,86.6,6902
336,3344,phase1,KEIBAJO_SURFACE_01_芝,hizume_code,numeric,C,1.651,16,10,6,0.6,採用,83.0,99.7,150.4,535.9,8645
337,4730,phase1,KEIBAJO_SURFACE_01_芝,yuso_kubun,numeric,C,0.828,5,5,3,0.6,採用,83.0,71.0,95.2,100.1,9819
338,2989,phase1,KEIBAJO_SURFACE_06_障,hizume_code,numeric,C,1.933,9,5,3,0.6,採用,82.9,77.8,99.8,143.7,1476
339,4300,phase1,KEIBAJO_SURFACE_10_芝,hobokusaki_rank,code,C,1.043,5,5,3,0.6,採用,82.8,83.5,92.4,101.5,16161
340,4392,phase1,KEIBAJO_SURFACE_10_ダ,joken_class_code,numeric,C,0.989,5,5,3,0.6,採用,82.8,88.3,99.8,143.7,10096
341,5096,phase1,KEIBAJO_SURFACE_01_ダ,chokyoshi_rank,code,C,0.663,5,5,3,0.6,採用,82.6,81.5,85.9,90.1,6935
342,4175,phase1,KEIBAJO_SURFACE_08_芝,bac_grade,numeric,C,1.108,5,5,3,0.6,採用,82.4,70.4,91.9,88.0,7176
343,875,phase1,KEIBAJO_SURFACE_03_ダ,kishu_minarai_code,numeric,A,4.018,5,5,3,0.6,採用,81.9,90.7,95.7,152.2,3378
344,5663,phase1,KEIBAJO_SURFACE_09_ダ,hobokusaki_rank,code,C,0.342,5,5,3,0.6,採用,81.6,75.1,89.9,81.0,26801
345,3553,phase1,KEIBAJO_SURFACE_02_芝,ichi_shisu,numeric,C,1.506,109,5,3,0.6,採用,81.5,80.8,164.8,387.6,8160
346,5510,phase1,KEIBAJO_SURFACE_10_芝,joken_class_code,numeric,C,0.446,5,5,3,0.6,採用,81.4,84.0,88.7,124.2,16948
347,1066,phase2,SURFACE_2_ダ,shirushi_code_2+taikei_dou,combo,A,3.756,102,80,48,0.6,採用,81.2,81.4,118.9,325.6,85704
348,2166,phase1,KEIBAJO_SURFACE_10_ダ,kishu_rank,code,B,2.623,5,5,3,0.6,採用,81.2,91.2,88.6,139.2,10096
349,2978,phase1,KEIBAJO_SURFACE_03_芝,prev1_keibajo,numeric,C,1.94,10,10,6,0.6,採用,81.0,79.9,93.9,123.0,12285
350,4413,phase1,KEIBAJO_SURFACE_08_芝,kyori_tekisei,numeric,C,0.977,6,5,3,0.6,採用,81.0,79.6,92.4,99.4,17674
351,3895,phase1,KEIBAJO_SURFACE_04_障,hobokusaki_rank,code,C,1.282,5,5,3,0.6,採用,80.9,82.1,95.7,104.5,2507
