rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
1641,phase2,SURFACE_2_ダ,barei+kyori,combo,B,★,2.742,79,8,73.6,74.6,168.6,103.8,177971
1642,phase2,SURFACE_2_芝,kyi_kyusha_rank+yoso_juni,combo,B,★,2.742,126,19,78.8,77.8,214.7,116.0,170683
1643,phase2,GLOBAL,kyusha_hyoka_code+shirushi_code_5,combo,B,★,2.742,24,1,78.0,81.9,177.7,107.9,193685
1644,phase2,SURFACE_2_芝,bac_jouken+barei,combo,B,★,2.741,33,4,76.3,75.5,136.8,95.3,170977
1645,phase2,SURFACE_2_芝,prev1_corner4+prev1_kyakushitsu,combo,B,★,2.741,37,4,77.7,75.4,174.0,87.4,148662
1646,phase2,SURFACE_2_ダ,kishu_shisu+yoso_juni,combo,B,★,2.739,389,55,78.3,78.0,231.4,132.5,177971
1647,phase2,SURFACE_2_芝,hobokusaki_rank+prev1_corner4,combo,B,★,2.733,93,12,75.9,77.6,174.9,135.9,141884
1648,phase2,GLOBAL,chokyo_yajirushi_code+taikei_tomo,combo,B,★,2.732,107,12,77.6,79.2,185.1,125.8,307446
1649,phase2,GLOBAL,shirushi_code_6+taikei_dou,combo,B,★,2.73,114,10,76.7,78.8,241.7,113.8,172795
1650,phase2,GLOBAL,bac_tosu+taikei_tomo,combo,B,★,2.729,298,42,76.1,78.4,199.2,138.1,307446
1651,phase2,GLOBAL,chokyo_yajirushi_code+kishu_minarai_code,combo,B,★,2.729,17,2,69.0,71.7,107.6,95.2,53727
1652,phase2,SURFACE_2_芝,joho_shisu+shirushi_code_6,combo,B,★,2.729,244,35,78.1,80.1,223.4,127.8,93641
1653,phase2,SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_4,combo,B,★,2.729,245,44,79.9,79.3,174.4,116.5,53258
1654,phase2,GLOBAL,prev1_bataiju_bin+prev1_corner4_bin,combo,B,★,2.727,44,5,74.9,76.2,158.7,128.5,325243
1655,phase2,SURFACE_2_ダ,barei+gekiso_type,combo,B,★,2.726,42,3,69.0,72.2,123.1,122.2,68848
1656,phase2,GLOBAL,wakuban+yoso_juni,combo,B,★,2.726,144,12,78.4,77.2,240.0,152.1,360874
1657,phase2,GLOBAL,joho_shisu+shirushi_code_5,combo,B,★,2.721,250,31,80.0,80.6,246.5,133.3,193685
1658,phase2,SURFACE_2_ダ,class_code+shirushi_code_3,combo,B,★,2.718,97,16,76.6,76.8,158.2,109.1,88287
1659,phase2,GLOBAL,bac_tosu+prev1_chakujun,combo,B,★,2.715,213,23,76.0,77.6,245.4,167.1,325448
1660,phase2,GLOBAL,joken_class_code+moshoku_code,combo,B,★,2.715,40,2,73.8,79.9,174.3,136.1,360874
1661,phase2,SURFACE_2_ダ,gekiso_type+umaban_clean,combo,B,★,2.714,96,13,77.7,81.0,183.8,144.0,68848
1662,phase2,GLOBAL,joken_class_code+kyi_kyusha_rank,combo,B,★,2.712,38,2,83.9,78.8,223.2,111.1,360478
1663,phase2,SURFACE_2_芝,gekiso_type+moshoku_code,combo,B,★,2.711,36,5,72.9,77.5,118.2,119.5,67556
1664,phase2,SURFACE_2_ダ,kishu_minarai_code+wakuban,combo,B,★,2.711,40,4,74.9,74.9,159.9,95.7,33021
1665,phase2,SURFACE_2_ダ,bac_jouken+class_code,combo,B,★,2.71,46,8,72.0,77.3,122.9,137.7,164810
1666,phase2,SURFACE_2_ダ,prev1_corner4+tenko_code,combo,B,★,2.709,71,5,71.2,78.2,191.0,146.7,164860
1667,phase2,GLOBAL,kyusha_hyoka_code+prev2_chakujun,combo,B,★,2.707,63,8,81.7,80.2,167.5,173.7,296151
1668,phase2,GLOBAL,prev1_corner4_bin+tenko_code,combo,B,★,2.706,24,3,82.0,81.9,156.6,119.7,325448
1669,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+joho_shisu,combo,B,★,2.705,168,15,78.8,80.7,277.0,121.7,177971
1670,phase2,SURFACE_2_芝,moshoku_code+prev2_chakujun,combo,B,★,2.704,102,12,73.2,78.8,184.5,116.9,133011
1671,phase2,SURFACE_2_芝,babajotai_heavy+prev1_bataiju_bin,combo,B,★,2.702,29,2,72.2,74.8,128.8,91.4,148513
1672,phase2,GLOBAL,bataiju_change_bin+kishu_rank,combo,B,★,2.702,33,4,77.0,79.0,172.0,110.4,324952
1673,phase2,SURFACE_2_ダ,kishu_minarai_code+kishu_shisu,combo,B,★,2.701,95,19,78.8,77.7,142.5,113.5,33021
1674,phase2,SURFACE_2_芝,kyusha_hyoka_code+taikei_tomo,combo,B,★,2.701,82,10,76.8,78.9,155.3,147.3,139970
1675,phase2,GLOBAL,nyukyu_nannichimae+shirushi_code_4,combo,B,★,2.7,277,38,79.9,78.0,213.7,114.7,100733
1676,phase2,SURFACE_2_芝,hizume_code+kyakushitsu,combo,B,★,2.699,73,12,78.2,78.3,191.9,109.5,147241
1677,phase2,SURFACE_2_ダ,nyukyu_nannichimae+shirushi_code_2,combo,B,★,2.698,201,31,78.0,78.7,198.1,168.0,38078
1678,phase2,SURFACE_2_ダ,shirushi_code_1+yoso_juni,combo,B,★,2.698,108,14,78.9,80.5,226.1,128.1,108475
1679,phase2,SURFACE_2_芝,kishu_shisu+prev1_corner4,combo,B,★,2.697,489,64,77.7,79.3,212.8,146.8,148662
1680,phase2,SURFACE_2_芝,joken_class_code+prev1_corner4,combo,B,★,2.696,95,13,78.7,77.2,191.8,137.9,148662
1681,phase2,SURFACE_2_ダ,class_code+joken_class_code,combo,B,★,2.695,46,7,72.9,77.5,138.5,131.8,164810
1682,phase2,SURFACE_2_芝,taikei_tomo+wakuban,combo,B,★,2.694,199,30,77.2,78.5,166.2,126.3,139970
1683,phase2,SURFACE_2_ダ,kyori_tekisei+shirushi_code_5,combo,B,★,2.69,35,2,80.4,78.8,192.4,130.3,92287
1684,phase2,SURFACE_2_芝,prev1_corner4+tenko_code,combo,B,★,2.69,74,11,79.6,79.2,180.7,137.2,148662
1685,phase2,GLOBAL,bac_tosu+prev1_bataiju_bin,combo,B,★,2.689,119,12,77.0,77.7,197.0,132.4,325243
1686,phase2,GLOBAL,kishu_minarai_code+kyori_tekisei,combo,B,★,2.689,23,1,77.4,74.8,157.0,92.9,52649
1687,phase2,SURFACE_2_芝,kishu_rank+taikei_tomo,combo,B,★,2.686,119,17,75.5,76.5,167.6,119.6,139820
1688,phase2,GLOBAL,shirushi_code_2+tenko_code,combo,B,★,2.686,28,2,80.8,80.8,186.8,125.3,192442
1689,phase2,GLOBAL,bataiju_change_bin+joken_class_code,combo,B,★,2.685,31,5,82.0,82.3,171.5,178.0,325243
1690,phase2,SURFACE_2_ダ,kishu_rank+taikei_tomo,combo,B,★,2.685,129,14,73.8,75.8,164.2,205.6,155511
1691,phase2,SURFACE_2_芝,kyakushitsu+prev3_chakujun,combo,B,★,2.681,72,11,80.4,78.5,199.3,123.4,120239
1692,phase2,SURFACE_2_ダ,kishu_shisu+shirushi_code_3,combo,B,★,2.68,164,18,79.4,80.9,277.7,116.4,94586
1693,phase2,SURFACE_2_芝,kishu_rank+prev2_chakujun,combo,B,★,2.679,88,11,76.3,76.5,181.5,115.9,132833
1694,phase2,GLOBAL,rotation+shirushi_code_2,combo,B,★,2.679,179,19,76.7,79.8,193.8,128.4,174713
1695,phase2,SURFACE_2_芝,bac_tosu+kijun_ninkijun_fukusho,combo,B,★,2.677,161,21,77.2,77.5,181.4,123.5,170977
1696,phase2,SURFACE_2_ダ,joken_class_code+prev1_bataiju_bin,combo,B,★,2.677,45,8,78.9,77.8,154.4,110.9,164807
1697,phase2,SURFACE_2_芝,kishu_shisu+shirushi_code_5,combo,B,★,2.677,186,20,80.8,82.3,288.7,163.4,92944
1698,phase2,SURFACE_2_芝,joho_shisu+kyori_tekisei,combo,B,★,2.674,226,25,81.3,80.6,303.9,125.8,168917
1699,phase2,GLOBAL,shirushi_code_5+taikei_dou,combo,B,★,2.674,114,11,79.6,78.8,215.4,110.1,171386
1700,phase2,SURFACE_2_芝,kishu_rank+taikei_dou,combo,B,★,2.673,82,5,71.8,75.1,198.0,113.3,145162
1701,phase2,SURFACE_2_ダ,barei+shirushi_code_6,combo,B,★,2.672,40,2,78.4,76.5,204.3,92.0,94677
1702,phase2,GLOBAL,hobokusaki_rank+taikei_tomo,combo,B,★,2.672,139,17,77.1,78.9,200.9,146.4,293415
1703,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev1_kyakushitsu,combo,B,★,2.671,74,10,80.5,79.8,181.2,113.4,148662
1704,phase2,SURFACE_2_芝,chokyo_yajirushi_code+manken_shirushi,combo,B,★,2.67,32,0,72.1,78.5,98.3,106.8,108336
1705,phase2,GLOBAL,nyukyu_nannichimae+shirushi_code_3,combo,B,★,2.669,277,35,77.2,78.5,182.6,134.7,99172
1706,phase2,SURFACE_2_芝,bataiju_change_bin+kishu_rank,combo,B,★,2.667,28,4,79.4,81.6,147.9,140.7,148334
1707,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+kyusha_hyoka_code,combo,B,★,2.667,45,5,74.6,75.2,161.1,110.5,177971
1708,phase2,SURFACE_2_芝,prev1_corner4+yy_int,combo,B,★,2.666,190,30,77.8,78.0,205.5,124.4,148662
1709,phase2,SURFACE_2_芝,barei+kishu_rank,combo,B,★,2.665,38,4,72.3,72.0,133.1,126.8,170795
1710,phase2,SURFACE_2_ダ,bac_tosu+kyi_kyusha_rank,combo,B,★,2.664,72,5,75.3,78.3,224.6,115.4,177873
1711,phase2,SURFACE_2_芝,kyori_tekisei+manken_shirushi,combo,B,★,2.663,48,6,83.2,79.5,190.4,117.3,107352
1712,phase2,GLOBAL,sanchimei+shirushi_code_2,combo,B,★,2.663,116,14,74.7,79.5,187.7,174.4,192442
1713,phase2,SURFACE_2_ダ,barei+tenko_code,combo,B,★,2.66,34,3,71.0,74.9,153.2,120.8,177971
1714,phase2,SURFACE_2_芝,class_code+tenko_code,combo,B,★,2.66,78,11,79.7,78.8,176.4,122.3,148472
1715,phase2,GLOBAL,barei+tenko_code,combo,B,★,2.659,40,4,75.2,76.7,142.3,127.3,360874
1716,phase2,SURFACE_2_芝,kyi_kyusha_rank+moshoku_code,combo,B,★,2.659,47,2,75.0,79.6,193.9,121.5,170683
1717,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+tenko_code,combo,B,★,2.658,68,12,82.8,78.5,158.2,130.2,170977
1718,phase2,SURFACE_2_ダ,manken_shisu+shirushi_code_3,combo,B,★,2.657,348,49,77.5,78.8,273.8,145.0,92898
1719,phase2,GLOBAL,bac_jouken+prev1_bataiju_bin,combo,B,★,2.656,51,8,79.7,77.1,141.8,134.9,325243
1720,phase2,GLOBAL,kyakushitsu+kyi_kyusha_rank,combo,B,★,2.655,39,4,87.6,80.4,183.6,140.8,360456
1721,phase2,SURFACE_2_ダ,bac_jouken+prev1_bataiju_bin,combo,B,★,2.654,45,8,78.5,77.5,154.4,108.1,164807
1722,phase2,GLOBAL,manken_shirushi+prev1_chakujun,combo,B,★,2.654,143,16,78.1,79.7,198.2,147.3,206590
1723,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+class_code,combo,B,★,2.653,66,8,74.1,74.9,141.0,97.9,164810
1724,phase2,SURFACE_2_芝,class_code+yy_int,combo,B,★,2.652,186,23,76.9,78.2,191.6,145.7,148472
1725,phase2,SURFACE_2_芝,hobokusaki_rank+moshoku_code,combo,B,★,2.652,33,2,70.3,76.1,152.6,105.0,162101
1726,phase2,SURFACE_2_ダ,kyori+manken_shirushi,combo,B,★,2.65,96,11,77.5,80.0,218.1,107.5,111609
1727,phase2,SURFACE_2_ダ,kishu_rank+prev1_bataiju_bin,combo,B,★,2.648,50,6,74.7,75.1,166.5,131.9,164695
1728,phase2,GLOBAL,moshoku_code+prev3_chakujun,combo,B,★,2.648,111,9,74.6,79.5,223.9,143.1,269565
1729,phase2,SURFACE_2_芝,manken_shirushi+taikei_dou,combo,B,★,2.647,121,20,77.5,79.2,152.4,151.1,92661
1730,phase2,GLOBAL,bataiju_change_bin+class_code,combo,B,★,2.645,137,19,73.2,77.6,194.4,128.3,324905
1731,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev1_kyakushitsu,combo,B,★,2.645,74,10,80.4,79.7,180.9,113.3,148662
1732,phase2,SURFACE_2_ダ,gekiso_type+shirushi_code_1,combo,B,★,2.644,36,5,72.0,79.4,129.2,111.0,32290
1733,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+kyusha_hyoka_code,combo,B,★,2.644,45,5,74.5,75.1,158.8,111.6,177971
1734,phase2,SURFACE_2_芝,hobokusaki_rank+joho_shisu,combo,B,★,2.642,238,26,78.2,80.7,303.9,131.6,162101
1735,phase2,GLOBAL,kyi_kyusha_rank+shirushi_code_2,combo,B,★,2.642,45,2,82.8,80.8,244.6,130.7,192283
1736,phase2,SURFACE_2_芝,barei+kyusha_hyoka_code,combo,B,★,2.641,26,1,72.2,75.7,157.7,128.2,170977
1737,phase2,SURFACE_2_芝,hizume_code+shirushi_code_3,combo,B,★,2.641,101,9,74.9,79.5,194.7,109.6,80483
1738,phase2,SURFACE_2_芝,prev1_corner4_bin+prev2_chakujun,combo,B,★,2.639,72,10,81.8,79.6,200.1,114.7,133011
1739,phase2,SURFACE_2_芝,bac_tosu+joho_shisu,combo,B,★,2.637,557,79,77.9,80.4,191.3,132.2,170977
1740,phase2,GLOBAL,bac_tosu+class_code,combo,B,★,2.636,295,35,73.9,78.8,203.8,125.2,325200
1741,phase2,SURFACE_2_芝,bac_tosu+kijun_ninkijun_tansho,combo,B,★,2.634,161,19,77.4,77.5,179.9,117.6,170977
1742,phase2,SURFACE_2_ダ,hobokusaki_rank+prev3_chakujun,combo,B,★,2.634,87,11,74.3,78.7,143.8,138.9,131084
1743,phase2,SURFACE_2_芝,hobokusaki_rank+prev1_bataiju_bin,combo,B,★,2.633,46,3,73.3,77.8,155.8,102.2,141758
1744,phase2,SURFACE_2_ダ,barei+shirushi_code_2,combo,B,★,2.63,42,4,74.0,75.9,141.3,110.6,93283
1745,phase2,GLOBAL,bac_tosu+prev1_corner4,combo,B,★,2.629,222,22,74.2,77.4,235.2,162.8,325448
1746,phase2,SURFACE_2_芝,bac_tosu+barei,combo,B,★,2.627,87,6,75.4,76.0,187.5,118.0,170977
1747,phase2,GLOBAL,kyori+shirushi_code_6,combo,B,★,2.627,162,25,80.1,80.4,189.6,136.2,195216
1748,phase2,GLOBAL,kyori_tekisei+tenko_code,combo,B,★,2.627,32,8,86.4,78.1,155.1,117.8,355423
1749,phase2,SURFACE_2_芝,kishu_rank+prev1_corner4,combo,B,★,2.623,93,11,72.3,75.2,153.6,108.6,148481
1750,phase2,SURFACE_2_芝,prev1_chakujun+shirushi_code_2,combo,B,★,2.622,95,14,79.2,80.2,184.1,119.7,80535
1751,phase2,SURFACE_2_芝,prev2_chakujun+shirushi_code_5,combo,B,★,2.622,100,8,78.9,80.7,252.6,129.4,71069
1752,phase2,SURFACE_2_ダ,taikei_tomo+wakuban,combo,B,★,2.621,200,26,77.4,78.2,255.9,266.2,155620
1753,phase2,SURFACE_2_芝,hobokusaki_rank+umaban_clean,combo,B,★,2.617,90,11,76.2,77.7,186.0,165.3,162101
1754,phase2,SURFACE_2_芝,prev3_chakujun+shirushi_code_2,combo,B,★,2.617,99,11,80.0,80.2,234.0,149.0,65228
1755,phase2,SURFACE_2_芝,hizume_code+shirushi_code_4,combo,B,★,2.614,102,13,77.9,79.0,187.8,116.9,80750
1756,phase2,SURFACE_2_芝,hobokusaki_rank+kishu_minarai_code,combo,B,★,2.61,23,3,74.5,72.1,123.8,93.1,18899
1757,phase2,SURFACE_2_ダ,hobokusaki_rank+prev1_chakujun,combo,B,★,2.609,87,10,76.8,77.8,196.2,155.7,156881
1758,phase2,GLOBAL,joken_class_code+prev1_chakujun,combo,B,★,2.609,90,9,82.6,79.0,238.4,121.2,325448
1759,phase2,GLOBAL,barei+kishu_shisu,combo,B,★,2.608,239,16,76.9,78.8,265.1,132.7,360874
1760,phase2,GLOBAL,kishu_minarai_code+kishu_shisu,combo,B,★,2.607,106,14,77.4,76.6,159.7,103.7,53727
1761,phase2,GLOBAL,gekiso_type+kishu_shisu,combo,B,★,2.606,82,4,76.3,76.8,222.9,114.5,141643
1762,phase2,SURFACE_2_ダ,hobokusaki_rank+taikei_tomo,combo,B,★,2.606,129,17,76.0,77.1,178.6,126.4,148171
1763,phase2,GLOBAL,hobokusaki_rank+prev2_chakujun,combo,B,★,2.605,90,11,78.9,78.8,190.2,121.8,282838
1764,phase2,GLOBAL,kishu_minarai_code+kyusha_hyoka_code,combo,B,★,2.605,18,2,72.6,69.6,103.6,86.4,53727
1765,phase2,SURFACE_2_芝,kyakushitsu+taikei_dou,combo,B,★,2.605,76,10,75.7,78.5,166.0,153.8,145307
1766,phase2,SURFACE_2_ダ,prev1_chakujun+shirushi_code_6,combo,B,★,2.604,97,13,80.9,79.5,180.6,97.8,88360
1767,phase2,SURFACE_2_ダ,barei+kyori_tekisei,combo,B,★,2.603,40,3,67.8,72.6,146.0,154.7,174589
1768,phase2,SURFACE_2_ダ,kishu_shisu+prev1_corner4,combo,B,★,2.602,448,64,76.4,79.9,269.1,129.7,164860
1769,phase2,SURFACE_2_芝,kishu_shisu+shirushi_code_1,combo,B,★,2.602,184,11,78.6,80.7,335.6,160.3,106727
1770,phase2,SURFACE_2_ダ,manken_shirushi+prev1_corner4,combo,B,★,2.602,134,15,76.0,79.3,179.4,116.7,104407
1771,phase2,SURFACE_2_芝,chokyo_yajirushi_code+umaban_clean,combo,B,★,2.601,70,5,71.0,77.0,108.8,102.0,170977
1772,phase2,SURFACE_2_芝,joken_class_code+prev3_chakujun,combo,B,★,2.601,89,13,80.8,79.0,170.4,137.5,120239
1773,phase2,SURFACE_2_芝,hizume_code+kyusha_hyoka_code,combo,B,★,2.6,56,9,78.5,78.7,150.0,111.1,147248
1774,phase2,GLOBAL,kijun_ninkijun_fukusho+prev1_corner4_bin,combo,B,★,2.6,72,6,79.8,80.7,208.1,158.5,325448
1775,phase2,GLOBAL,kijun_ninkijun_tansho+prev1_corner4_bin,combo,B,★,2.6,72,5,79.9,80.8,208.7,159.0,325448
1776,phase2,GLOBAL,kishu_shisu+umaban_clean,combo,B,★,2.6,617,58,79.1,80.8,478.4,141.0,360874
1777,phase2,SURFACE_2_ダ,kishu_minarai_code+tenko_code,combo,B,★,2.599,20,2,72.6,74.4,117.5,102.0,33021
1778,phase2,GLOBAL,rotation+shirushi_code_4,combo,B,★,2.598,198,23,77.8,78.5,274.6,153.4,177095
1779,phase2,SURFACE_2_芝,bac_jouken+prev1_keibajo,combo,B,★,2.597,60,5,79.0,78.3,223.0,233.4,148662
1780,phase2,SURFACE_2_ダ,kyori_tekisei+manken_shirushi,combo,B,★,2.595,45,4,78.3,77.4,168.2,119.6,109921
1781,phase2,SURFACE_2_芝,bac_jouken+prev3_chakujun,combo,B,★,2.593,88,13,81.3,79.9,171.5,140.8,120239
1782,phase2,GLOBAL,taikei_tomo+yy_int,combo,B,★,2.593,237,34,79.9,78.6,193.7,122.7,307446
1783,phase2,GLOBAL,kyusha_hyoka_code+tenko_code,combo,B,★,2.588,20,2,82.6,76.6,170.2,94.6,360874
1784,phase2,SURFACE_2_ダ,bac_jouken+kyori_tekisei,combo,B,★,2.587,30,4,82.3,77.0,198.6,128.3,174589
1785,phase2,GLOBAL,kishu_minarai_code+tenko_code,combo,B,★,2.587,20,2,74.0,73.3,121.1,92.7,53727
1786,phase2,GLOBAL,joken_class_code+yoso_juni,combo,B,★,2.585,90,7,79.9,78.9,253.2,266.3,360874
1787,phase2,GLOBAL,kyakushitsu+manken_shisu,combo,B,★,2.585,363,44,77.2,77.5,174.0,143.4,354721
1788,phase2,SURFACE_2_芝,manken_shirushi+prev2_chakujun,combo,B,★,2.585,137,18,75.6,79.7,171.0,126.9,85066
1789,phase2,SURFACE_2_ダ,kyi_kyusha_rank+prev3_chakujun,combo,B,★,2.583,117,20,78.9,79.8,181.0,119.5,137321
1790,phase2,GLOBAL,class_code+hobokusaki_rank,combo,B,★,2.582,146,15,76.1,77.6,243.4,122.9,310064
1791,phase2,GLOBAL,prev3_chakujun+shirushi_code_4,combo,B,★,2.582,104,6,81.6,80.5,254.0,136.5,143551
1792,phase2,SURFACE_2_ダ,kishu_shisu+shirushi_code_5,combo,B,★,2.581,190,20,77.1,80.2,245.7,115.3,93871
1793,phase2,SURFACE_2_芝,kishu_rank+kyori_tekisei,combo,B,★,2.579,28,2,82.1,74.5,180.5,101.3,168736
1794,phase2,SURFACE_2_芝,kishu_shisu+prev2_chakujun,combo,B,★,2.577,412,63,78.3,80.7,170.3,151.6,133011
1795,phase2,SURFACE_2_ダ,prev1_keibajo+shirushi_code_2,combo,B,★,2.576,63,5,80.4,83.5,235.7,232.3,87384
1796,phase2,GLOBAL,taikei_tomo+wakuban,combo,B,★,2.575,211,22,79.5,79.1,243.4,185.2,307446
1797,phase2,GLOBAL,prev1_kyakushitsu+taikei_tomo,combo,B,★,2.571,120,15,78.0,79.4,197.5,231.9,307358
1798,phase2,GLOBAL,yoso_juni+yy_int,combo,B,★,2.571,180,14,78.1,77.2,250.5,159.8,360874
1799,phase2,SURFACE_2_芝,rotation+shirushi_code_1,combo,B,★,2.57,167,23,77.2,77.8,155.2,162.6,93083
1800,phase2,SURFACE_2_ダ,taikei_dou+yy_int,combo,B,★,2.57,132,17,77.9,79.6,178.9,169.5,161457
1801,phase2,GLOBAL,class_code+shirushi_code_5,combo,B,★,2.568,178,19,78.5,80.2,235.5,122.3,175202
1802,phase2,GLOBAL,prev1_bataiju_bin+wakuban,combo,B,★,2.568,80,7,79.3,76.6,186.4,109.2,325243
1803,phase2,GLOBAL,manken_shirushi+prev2_chakujun,combo,B,★,2.567,144,16,78.4,79.9,199.5,260.5,189532
1804,phase2,SURFACE_2_ダ,joken_class_code+kyori_tekisei,combo,B,★,2.566,29,4,82.4,76.8,198.6,128.3,174589
1805,phase2,SURFACE_2_芝,hizume_code+tenko_code,combo,B,★,2.564,67,11,76.6,81.1,132.0,131.7,147248
1806,phase2,GLOBAL,kishu_rank+tenko_code,combo,B,★,2.563,27,2,79.9,78.7,184.5,117.6,360573
1807,phase2,SURFACE_2_ダ,kyakushitsu+prev3_chakujun,combo,B,★,2.562,72,10,80.2,79.6,174.5,113.6,137407
1808,phase2,SURFACE_2_ダ,bataiju_change_bin+kishu_shisu,combo,B,★,2.561,151,14,77.0,80.3,238.2,129.6,164807
1809,phase2,SURFACE_2_ダ,bac_tosu+kyori,combo,B,★,2.56,110,13,77.1,80.0,209.5,237.4,177971
1810,phase2,SURFACE_2_ダ,manken_shirushi+yoso_juni,combo,B,★,2.56,128,15,79.5,80.6,198.0,155.6,111609
1811,phase2,GLOBAL,chokyo_yajirushi_code+prev1_keibajo,combo,B,★,2.557,66,9,74.5,81.2,133.4,143.3,325448
1812,phase2,SURFACE_2_ダ,bataiju_change_bin+kyusha_hyoka_code,combo,B,★,2.556,21,2,74.2,77.9,125.1,110.2,164807
1813,phase2,GLOBAL,bataiju_change_bin+kishu_shisu,combo,B,★,2.555,171,16,78.0,80.4,210.7,162.9,325243
1814,phase2,SURFACE_2_芝,prev1_corner4_bin+prev1_kyakushitsu,combo,B,★,2.553,15,1,69.6,70.6,111.6,83.6,148662
1815,phase2,SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_1,combo,B,★,2.552,24,4,84.3,80.6,145.6,150.6,106727
1816,phase2,SURFACE_2_芝,moshoku_code+taikei_tomo,combo,B,★,2.552,139,19,74.8,77.2,147.2,132.8,139970
1817,phase2,SURFACE_2_ダ,bac_tosu+gekiso_type,combo,B,★,2.55,54,4,70.9,79.2,147.7,134.4,68848
1818,phase2,SURFACE_2_芝,class_code+kyakushitsu,combo,B,★,2.55,78,8,76.3,78.5,163.0,141.3,148469
1819,phase2,SURFACE_2_芝,kyori_tekisei+shirushi_code_5,combo,B,★,2.549,36,4,82.0,79.6,193.8,98.7,92129
1820,phase2,SURFACE_2_ダ,gekiso_type+kijun_ninkijun_tansho,combo,B,★,2.547,50,2,72.6,79.9,170.3,115.3,68848
1821,phase2,SURFACE_2_ダ,sanchimei+shirushi_code_1,combo,B,★,2.547,107,11,73.9,78.0,178.9,121.3,108475
1822,phase2,SURFACE_2_芝,manken_shisu+shirushi_code_4,combo,B,★,2.546,343,47,79.8,78.6,178.4,133.9,92334
1823,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+kyi_kyusha_rank,combo,B,★,2.541,30,3,82.3,79.5,177.8,119.6,177873
1824,phase2,SURFACE_2_ダ,prev1_chakujun+prev1_corner4_bin,combo,B,★,2.541,71,5,79.2,78.5,167.1,123.1,164860
1825,phase2,GLOBAL,bac_jouken+kishu_minarai_code,combo,B,★,2.539,21,1,77.2,75.1,158.9,89.3,53727
1826,phase2,SURFACE_2_ダ,kishu_minarai_code+shirushi_code_1,combo,B,★,2.537,35,6,77.8,77.7,151.8,92.2,18778
1827,phase2,SURFACE_2_芝,kishu_minarai_code+kyakushitsu,combo,B,★,2.536,25,4,74.8,70.6,127.0,94.6,20374
1828,phase2,SURFACE_2_芝,barei+kyori,combo,B,★,2.535,80,7,72.1,75.6,143.1,113.9,170977
1829,phase2,SURFACE_2_ダ,joho_shisu+shirushi_code_3,combo,B,★,2.535,169,13,77.5,79.5,250.1,114.9,94586
1830,phase2,GLOBAL,moshoku_code+wakuban,combo,B,★,2.534,62,4,73.1,80.2,163.3,162.9,360874
1831,phase2,GLOBAL,kyori_tekisei+shirushi_code_6,combo,B,★,2.533,36,5,83.3,80.5,196.1,101.2,192829
1832,phase2,SURFACE_2_芝,joken_class_code+kyori,combo,B,★,2.531,61,4,77.4,78.4,222.9,117.7,170977
1833,phase2,SURFACE_2_芝,kishu_rank+prev1_chakujun,combo,B,★,2.53,88,6,72.4,75.3,151.0,125.4,148481
1834,phase2,SURFACE_2_ダ,kyakushitsu+moshoku_code,combo,B,★,2.529,37,2,74.0,76.5,162.2,106.8,177961
1835,phase2,SURFACE_2_芝,rotation+shirushi_code_6,combo,B,★,2.529,163,23,77.0,78.1,168.5,118.6,81402
1836,phase2,SURFACE_2_ダ,babajotai_heavy+prev1_bataiju_bin,combo,B,★,2.527,31,4,76.3,78.9,140.3,121.2,164807
1837,phase2,GLOBAL,kishu_shisu+prev1_corner4,combo,B,★,2.527,548,57,77.2,80.6,329.9,346.1,325448
1838,phase2,SURFACE_2_芝,barei+yy_int,combo,B,★,2.526,72,5,80.7,77.1,191.2,109.9,170977
1839,phase2,SURFACE_2_芝,shirushi_code_4+yoso_juni,combo,B,★,2.525,98,6,75.4,76.5,206.4,103.7,93812
1840,phase2,SURFACE_2_ダ,babajotai_heavy+class_code,combo,B,★,2.522,65,8,74.1,74.8,156.7,114.0,164810
1841,phase2,SURFACE_2_芝,prev1_kyakushitsu+taikei_tomo,combo,B,★,2.521,105,11,79.0,78.5,196.1,125.7,139936
1842,phase2,SURFACE_2_芝,shirushi_code_2+yoso_juni,combo,B,★,2.521,98,10,79.3,78.9,209.3,115.3,92369
1843,phase2,SURFACE_2_芝,prev1_bataiju_bin+yy_int,combo,B,★,2.52,90,12,78.5,77.0,209.1,113.7,148513
1844,phase2,SURFACE_2_芝,bac_jouken+bataiju_change_bin,combo,B,★,2.519,29,6,78.7,78.7,118.3,97.4,148513
1845,phase2,GLOBAL,hobokusaki_rank+tenko_code,combo,B,★,2.517,26,2,80.6,79.1,182.5,157.4,342345
1846,phase2,GLOBAL,prev1_bataiju_bin+prev1_kyakushitsu,combo,B,★,2.514,45,4,74.2,75.6,136.5,102.7,325243
